fund,period,period_original,year,quarter,return_quarterly,dnb_reporter,source_return_post,used_ter_year,asset_management_costs,transaction_costs,ter_annual,ter_quarterly,source_type,confidence,notes,return_after_ter,ter_missing_policy_applied,rf,equity,duration,credit,real_estate,fx,excess_return_after_ter
ABN AMRO Bank,2017Q3,2017K3,2017,3,0.0069999999999999,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2017,0.001,0.0007,0.0017,0.00042472933086612485,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.0065752706691337755,exact,-0.0012426097406184,0.0138358253977797,0.0083875237472241,0.0119008836173597,0.0206320374274355,-0.0297253059247026,0.007817880409752176
ABN AMRO Bank,2017Q4,2017K4,2017,4,0.025,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2017,0.001,0.0007,0.0017,0.00042472933086612485,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.024575270669133877,exact,-0.0013816839568479,0.0419160508488587,0.0139628026516911,0.0081472703093798,0.0533491575583295,-0.0135777171319724,0.025956954625981778
ABN AMRO Bank,2018Q1,2018K1,2018,1,-0.001,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2018,0.0011,0.0007,0.0018,0.000449696568543434,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.001449696568543434,exact,-0.0012313979168253,-0.0377239390540078,0.0428080034630574,-0.0046342906831743,-0.0297150538580298,-0.0302404485615293,-0.0002182986517181339
ABN AMRO Bank,2018Q2,2018K2,2018,2,0.011,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2018,0.0011,0.0007,0.0018,0.000449696568543434,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.010550303431456565,exact,-0.0011603200424952,0.0791198382133522,-0.0154059501857799,-0.0014615472766276,0.0579559907061362,0.0601389910600156,0.011710623473951765
ABN AMRO Bank,2018Q3,2018K3,2018,3,0.001,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2018,0.0011,0.0007,0.0018,0.000449696568543434,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.000550303431456566,exact,-0.0011255493271244,0.0528293876599212,-0.0178241920360959,0.0017844569160565,-0.0035315047570866,-0.0064354441608049,0.001675852758580966
ABN AMRO Bank,2018Q4,2018K4,2018,4,0.002,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2018,0.0011,0.0007,0.0018,0.000449696568543434,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.001550303431456566,exact,-0.0012284186530631,-0.1191372374307147,0.0258922435835675,-0.006231697168275,-0.0788592622069979,0.016965438216883,0.002778722084519666
ABN AMRO Bank,2019Q1,2019K1,2019,1,0.092,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0009,0.0004,0.0013,0.0003248416825412104,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.09167515831745879,exact,-0.0011863961243726,0.1451817938197844,0.0524060336202131,0.0341076001588142,0.1274382996412325,0.0183498771742512,0.09286155444183139
ABN AMRO Bank,2019Q2,2019K2,2019,2,0.07,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0009,0.0004,0.0013,0.0003248416825412104,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.0696751583174588,exact,-0.000990894048387,0.0265283805436963,0.0785312886288746,0.0220354556418428,-0.0366021732998956,-0.012726387031076,0.07066605236584579
ABN AMRO Bank,2019Q3,2019K3,2019,3,0.0969999999999999,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0009,0.0004,0.0013,0.0003248416825412104,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.0966751583174587,exact,-0.0012400687101794,0.0536022712172916,0.094799006208077,0.0132979677202573,0.0911375390458155,0.0378290444288265,0.0979152270276381
ABN AMRO Bank,2019Q4,2019K4,2019,4,-0.05,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0009,0.0004,0.0013,0.0003248416825412104,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.05032484168254121,exact,-0.0014970173317031,0.0510668185150443,-0.0644982765116533,-0.0027317634207238,0.0545265579031121,-0.0237219935825969,-0.048827824350838114
ABN AMRO Bank,2020Q1,2020K1,2020,1,-0.01,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2020,0.001,0.0006,0.0015999999999999,0.0003997602237537645,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.010399760223753765,exact,-0.0012799637516587,-0.1764067429361289,0.0153300669902549,-0.0575815727092018,-0.2465047633118007,0.0153388765636626,-0.009119796472095064
ABN AMRO Bank,2020Q2,2020K2,2020,2,0.057,ABN AMRO Bank,Kwartaalrendement beleggingen risico fonds (in percentages),2020,0.001,0.0006,0.0015999999999999,0.0003997602237537645,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.05660023977624624,exact,-0.0010252609778073,0.1432012787512874,0.0310797960261669,0.0523887323370836,0.0841891758205936,-0.0196488154253537,0.05762550075405354
