fund,period,period_original,year,quarter,return_quarterly,dnb_reporter,source_return_post,used_ter_year,asset_management_costs,transaction_costs,ter_annual,ter_quarterly,source_type,confidence,notes,return_after_ter,ter_missing_policy_applied,rf,equity,duration,credit,real_estate,fx,excess_return_after_ter
British American Tobacco,2018Q2,2018K2,2018,2,0.004,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2018,0.0028,0.0001,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.003275787106379987,exact,-0.0011603200424952,0.0791198382133522,-0.0154059501857799,-0.0014615472766276,0.0579559907061362,0.0601389910600156,0.004436107148875186
British American Tobacco,2018Q3,2018K3,2018,3,0.008,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2018,0.0028,0.0001,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.007275787106379987,exact,-0.0011255493271244,0.0528293876599212,-0.0178241920360959,0.0017844569160565,-0.0035315047570866,-0.0064354441608049,0.008401336433504387
British American Tobacco,2018Q4,2018K4,2018,4,-0.027,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2018,0.0028,0.0001,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.027724212893620013,exact,-0.0012284186530631,-0.1191372374307147,0.0258922435835675,-0.006231697168275,-0.0788592622069979,0.016965438216883,-0.026495794240556914
British American Tobacco,2019Q1,2019K1,2019,1,0.047,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0023,0.0001,0.0024,0.0005994607547548103,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.04640053924524519,exact,-0.0011863961243726,0.1451817938197844,0.0524060336202131,0.0341076001588142,0.1274382996412325,0.0183498771742512,0.04758693536961779
British American Tobacco,2019Q2,2019K2,2019,2,0.021,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0023,0.0001,0.0024,0.0005994607547548103,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.02040053924524519,exact,-0.000990894048387,0.0265283805436963,0.0785312886288746,0.0220354556418428,-0.0366021732998956,-0.012726387031076,0.02139143329363219
British American Tobacco,2019Q3,2019K3,2019,3,0.026,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0023,0.0001,0.0024,0.0005994607547548103,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.02540053924524519,exact,-0.0012400687101794,0.0536022712172916,0.094799006208077,0.0132979677202573,0.0911375390458155,0.0378290444288265,0.02664060795542459
British American Tobacco,2019Q4,2019K4,2019,4,-0.002,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0023,0.0001,0.0024,0.0005994607547548103,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.0025994607547548104,exact,-0.0014970173317031,0.0510668185150443,-0.0644982765116533,-0.0027317634207238,0.0545265579031121,-0.0237219935825969,-0.0011024434230517105
British American Tobacco,2020Q1,2020K1,2020,1,-0.038,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2020,0.0022,0.0,0.0022,0.0005495468314331564,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.038549546831433155,exact,-0.0012799637516587,-0.1764067429361289,0.0153300669902549,-0.0575815727092018,-0.2465047633118007,0.0153388765636626,-0.03726958307977445
British American Tobacco,2020Q2,2020K2,2020,2,0.049,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2020,0.0022,0.0,0.0022,0.0005495468314331564,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.048450453168566845,exact,-0.0010252609778073,0.1432012787512874,0.0310797960261669,0.0523887323370836,0.0841891758205936,-0.0196488154253537,0.049475714146374146
British American Tobacco,2020Q3,2020K3,2020,3,0.019,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2020,0.0022,0.0,0.0022,0.0005495468314331564,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.018450453168566843,exact,-0.0018034029078612,0.0446876209119437,0.0415412553926284,0.0181564430781715,0.0176516705760716,-0.0439974744661726,0.02025385607642804
British American Tobacco,2020Q4,2020K4,2020,4,0.0289999999999999,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2020,0.0022,0.0,0.0022,0.0005495468314331564,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.028450453168566744,exact,-0.0015863474607458,0.0858294541791246,0.0311241577684131,0.0213146144823068,0.1019134321776182,-0.0475083822794561,0.030036800629312545
British American Tobacco,2021Q1,2021K1,2021,1,-0.002,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2021,0.0022,0.0,0.0022,0.0005495468314331564,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.0025495468314331565,exact,-0.0013019827850938,0.1033324912729073,-0.056532276848394,-0.0048335363425313,-0.0306890538646433,0.0468534249359438,-0.0012475640463393564
British American Tobacco,2021Q2,2021K2,2021,2,0.02,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2021,0.0022,0.0,0.0022,0.0005495468314331564,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.019450453168566844,exact,-0.001738165281469,0.0663035012246201,-0.0129520287161021,0.0020343503563978,0.1027031492099125,-0.015210679332861,0.021188618450035845
British American Tobacco,2021Q3,2021K3,2021,3,-0.002,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2021,0.0022,0.0,0.0022,0.0005495468314331564,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.0025495468314331565,exact,-0.0013871216656898,0.0312826477479376,0.0045014001546673,0.0012180052475819,-0.0158254007556226,0.0252334195474166,-0.0011624251657433565
British American Tobacco,2021Q4,2021K4,2021,4,0.018,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2021,0.0022,0.0,0.0022,0.0005495468314331564,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.017450453168566842,exact,-0.0014259138650168,0.0983704049335391,-0.0010765871311874,-0.0028100547443741,0.0425503043128291,0.0238392853197897,0.01887636703358364
British American Tobacco,2022Q1,2022K1,2022,1,-0.037,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2022,0.0023,0.0002,0.0025,0.000624414915526339,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.03762441491552634,exact,-0.0014058217413064,-0.0223977336259453,-0.0912795792319826,-0.0515154223393239,-0.0670508354936031,0.0144099202094457,-0.03621859317421994
British American Tobacco,2022Q2,2022K2,2022,2,-0.071,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2022,0.0023,0.0002,0.0025,0.000624414915526339,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.07162441491552633,exact,-0.001585641426157,-0.117675057365044,-0.1646572088163561,-0.0707463469265827,-0.2429037500506135,0.0640794102374544,-0.07003877348936934
British American Tobacco,2022Q3,2022K3,2022,3,-0.03,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2022,0.0023,0.0002,0.0025,0.000624414915526339,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.030624414915526338,exact,-0.0004378904438195,0.0209813599606212,-0.090309852129806,-0.0288998831896262,-0.1539763831110683,0.0590657378164869,-0.03018652447170684
British American Tobacco,2022Q4,2022K4,2022,4,0.016,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2022,0.0023,0.0002,0.0025,0.000624414915526339,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.015375585084473661,exact,0.0030218274182407,-0.0176682826123388,-0.0472064967898824,0.0097659207900369,0.0421389157740175,-0.0845610444030406,0.012353757666232961
British American Tobacco,2023Q1,2023K1,2023,1,0.025,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2023,0.0024,0.0005,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.024275787106379988,exact,0.0058105106032075,0.053938980249117,0.0292830518551843,0.0099672432353232,-0.0702768922695871,-0.0228779562038572,0.01846527650317249
British American Tobacco,2023Q2,2023K2,2023,2,0.021,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2023,0.0024,0.0005,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.020275787106379988,exact,0.0080364028860351,0.058708597786077,0.0015975860927222,-0.0042237455419262,-0.0252391232549872,0.0033581915374972,0.012239384220344889
British American Tobacco,2023Q3,2023K3,2023,3,-0.022,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2023,0.0024,0.0005,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.022724212893620012,exact,0.008899391029804,-0.007668725558223,-0.0984029278653749,-0.0098902196036458,0.0515654431574934,0.0281172135200603,-0.03162360392342401
British American Tobacco,2023Q4,2023K4,2023,4,0.092,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2023,0.0024,0.0005,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.09127578710637999,exact,0.0098557065380013,0.0494016589271681,0.1406511339590381,0.0478010503731916,0.2025063986301105,-0.0478809935323651,0.08142008056837868
British American Tobacco,2024Q1,2024K1,2024,1,0.0289999999999999,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2024,0.0015,0.0027,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.027951649709974977,exact,0.0099530480293883,0.107000617868002,-0.0193570928345087,-0.0065477307148837,-0.0455244751418354,0.0247302220261523,0.017998601680586677
British American Tobacco,2024Q2,2024K2,2024,2,-0.0279999999999999,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2024,0.0015,0.0027,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.029048350290024824,exact,0.0096136482821427,0.0313399605437096,-0.0501172215018581,-0.0102865490675988,-0.00989783738366,0.0079670372145518,-0.038661998572167525
British American Tobacco,2024Q3,2024K3,2024,3,0.019,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2024,0.0015,0.0027,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.017951649709975075,exact,0.0094659177314309,0.0028777674479716,0.0473275286032934,0.0228626283842732,0.1370954218376332,-0.0430819918427396,0.008485731978544176
British American Tobacco,2024Q4,2024K4,2024,4,0.005,British American Tobacco,Kwartaalrendement beleggingen risico fonds (in percentages),2024,0.0015,0.0027,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.003951649709975076,exact,0.0082911180628952,0.0725993086598819,-0.0133773398176884,0.000257321485737,-0.1007794528202434,0.0683684599228168,-0.004339468352920124
Brocacef,2015Q1,2015K1,2015,1,0.09,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2015,0.004,0.0003,0.0043,0.0010732708977265748,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.08892672910227342,exact,0.0,0.1511712335541488,0.1418828219126287,0.0122918538476994,0.2002237762098073,0.1095047031222968,0.08892672910227342
Brocacef,2015Q2,2015K2,2015,2,-0.077,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2015,0.004,0.0003,0.0043,0.0010732708977265748,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.07807327089772657,exact,-0.0004938854642255,-0.0359065794351126,-0.1525830981809418,-0.0299841489815314,-0.1093679919562758,-0.0362614747339837,-0.07757938543350107
Brocacef,2015Q3,2015K3,2015,3,-0.023,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2015,0.004,0.0003,0.0043,0.0010732708977265748,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.024073270897726574,exact,-0.0005657028882973,-0.0854783388536183,0.0625972599826122,-0.0037535881492603,0.0386244070160811,-0.002937806514988,-0.023507568009429273
Brocacef,2015Q4,2015K4,2015,4,0.021,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2015,0.004,0.0003,0.0043,0.0010732708977265748,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.019926729102273427,exact,-0.0008885589426071,0.0931675525851799,0.0017238862912901,0.0163127662785816,0.0592580891397488,0.0286032917238789,0.020815288044880528
Brocacef,2016Q1,2016K1,2016,1,0.049,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2016,0.0039,0.0003,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.04795164970997508,exact,-0.0010542623375449,-0.0533406838777802,0.0912258815376816,0.0267757758256841,0.0319303460850708,-0.0366448730103767,0.04900591204751998
Brocacef,2016Q2,2016K2,2016,2,0.0289999999999999,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2016,0.0039,0.0003,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.027951649709974977,exact,-0.0011485994043496,0.0324116251350308,0.0608969793770322,0.0168683635620507,0.0173948391974843,0.0182277441004068,0.029100249114324576
Brocacef,2016Q3,2016K3,2016,3,0.032,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2016,0.0039,0.0003,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.030951649709975076,exact,-0.0012650767315374,0.0441106743180912,0.0124921488257012,0.0180068606882921,0.0480702367334542,-0.0082239899045355,0.032216726441512473
Brocacef,2016Q4,2016K4,2016,4,-0.0279999999999999,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2016,0.0039,0.0003,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.029048350290024824,exact,-0.0013097254056969,0.0873561840803528,-0.0853095328074178,-0.0103111010982954,-0.0476456716100371,0.0574238005961756,-0.027738624884327923
Brocacef,2017Q1,2017K1,2017,1,0.008,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2017,0.0026,0.0019,0.0045,0.0011231065305328247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.0068768934694671754,exact,-0.0011890622110223,0.0502017063490404,-0.0341803585921353,0.0011575237041764,0.0143097241924522,-0.0105694808888356,0.008065955680489475
Brocacef,2017Q2,2017K2,2017,2,0.001,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2017,0.0026,0.0019,0.0045,0.0011231065305328247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.0001231065305328247,exact,-0.0013779554430616,-0.0260658885189492,0.0081322326762748,0.0057927894244863,0.0588909487629111,-0.070606402745978,0.0012548489125287752
Brocacef,2017Q3,2017K3,2017,3,0.012,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2017,0.0026,0.0019,0.0045,0.0011231065305328247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.010876893469467176,exact,-0.0012426097406184,0.0138358253977797,0.0083875237472241,0.0119008836173597,0.0206320374274355,-0.0297253059247026,0.012119503210085576
Brocacef,2017Q4,2017K4,2017,4,0.03,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2017,0.0026,0.0019,0.0045,0.0011231065305328247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.028876893469467174,exact,-0.0013816839568479,0.0419160508488587,0.0139628026516911,0.0081472703093798,0.0533491575583295,-0.0135777171319724,0.030258577426315075
Brocacef,2018Q1,2018K1,2018,1,-0.0139999999999999,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2018,0.0027,0.0004,0.0031,0.0007741006882311385,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.014774100688231038,exact,-0.0012313979168253,-0.0377239390540078,0.0428080034630574,-0.0046342906831743,-0.0297150538580298,-0.0302404485615293,-0.013542702771405738
Brocacef,2018Q2,2018K2,2018,2,0.018,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2018,0.0027,0.0004,0.0031,0.0007741006882311385,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.01722589931176886,exact,-0.0011603200424952,0.0791198382133522,-0.0154059501857799,-0.0014615472766276,0.0579559907061362,0.0601389910600156,0.01838621935426406
Brocacef,2018Q3,2018K3,2018,3,0.024,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2018,0.0027,0.0004,0.0031,0.0007741006882311385,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.023225899311768862,exact,-0.0011255493271244,0.0528293876599212,-0.0178241920360959,0.0017844569160565,-0.0035315047570866,-0.0064354441608049,0.024351448638893262
Brocacef,2018Q4,2018K4,2018,4,-0.04,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2018,0.0027,0.0004,0.0031,0.0007741006882311385,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.04077410068823114,exact,-0.0012284186530631,-0.1191372374307147,0.0258922435835675,-0.006231697168275,-0.0788592622069979,0.016965438216883,-0.03954568203516804
Brocacef,2019Q1,2019K1,2019,1,0.089,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0029,0.0027,0.0056,0.001397069567179221,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.08760293043282077,exact,-0.0011863961243726,0.1451817938197844,0.0524060336202131,0.0341076001588142,0.1274382996412325,0.0183498771742512,0.08878932655719338
Brocacef,2019Q2,2019K2,2019,2,0.04,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0029,0.0027,0.0056,0.001397069567179221,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.03860293043282078,exact,-0.000990894048387,0.0265283805436963,0.0785312886288746,0.0220354556418428,-0.0366021732998956,-0.012726387031076,0.03959382448120778
Brocacef,2019Q3,2019K3,2019,3,0.057,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0029,0.0027,0.0056,0.001397069567179221,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.05560293043282078,exact,-0.0012400687101794,0.0536022712172916,0.094799006208077,0.0132979677202573,0.0911375390458155,0.0378290444288265,0.05684299914300018
Brocacef,2019Q4,2019K4,2019,4,-0.013,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2019,0.0029,0.0027,0.0056,0.001397069567179221,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.01439706956717922,exact,-0.0014970173317031,0.0510668185150443,-0.0644982765116533,-0.0027317634207238,0.0545265579031121,-0.0237219935825969,-0.01290005223547612
Brocacef,2020Q1,2020K1,2020,1,-0.064,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2020,0.0022,0.0004,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.06464936720947273,exact,-0.0012799637516587,-0.1764067429361289,0.0153300669902549,-0.0575815727092018,-0.2465047633118007,0.0153388765636626,-0.06336940345781403
Brocacef,2020Q2,2020K2,2020,2,0.08,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2020,0.0022,0.0004,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.07935063279052727,exact,-0.0010252609778073,0.1432012787512874,0.0310797960261669,0.0523887323370836,0.0841891758205936,-0.0196488154253537,0.08037589376833457
Brocacef,2020Q3,2020K3,2020,3,0.021,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2020,0.0022,0.0004,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.020350632790527273,exact,-0.0018034029078612,0.0446876209119437,0.0415412553926284,0.0181564430781715,0.0176516705760716,-0.0439974744661726,0.02215403569838847
Brocacef,2020Q4,2020K4,2020,4,0.049,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2020,0.0022,0.0004,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.04835063279052727,exact,-0.0015863474607458,0.0858294541791246,0.0311241577684131,0.0213146144823068,0.1019134321776182,-0.0475083822794561,0.04993698025127307
Brocacef,2021Q1,2021K1,2021,1,-0.021,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2021,0.002,0.0006,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.02164936720947273,exact,-0.0013019827850938,0.1033324912729073,-0.056532276848394,-0.0048335363425313,-0.0306890538646433,0.0468534249359438,-0.02034738442437893
Brocacef,2021Q2,2021K2,2021,2,0.023,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2021,0.002,0.0006,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.02235063279052727,exact,-0.001738165281469,0.0663035012246201,-0.0129520287161021,0.0020343503563978,0.1027031492099125,-0.015210679332861,0.02408879807199627
Brocacef,2021Q3,2021K3,2021,3,-0.003,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2021,0.002,0.0006,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.003649367209472729,exact,-0.0013871216656898,0.0312826477479376,0.0045014001546673,0.0012180052475819,-0.0158254007556226,0.0252334195474166,-0.002262245543782929
Brocacef,2021Q4,2021K4,2021,4,0.031,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2021,0.002,0.0006,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.03035063279052727,exact,-0.0014259138650168,0.0983704049335391,-0.0010765871311874,-0.0028100547443741,0.0425503043128291,0.0238392853197897,0.03177654665554407
Brocacef,2022Q1,2022K1,2022,1,-0.071,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2022,0.003,0.0008,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.07194864924299509,exact,-0.0014058217413064,-0.0223977336259453,-0.0912795792319826,-0.0515154223393239,-0.0670508354936031,0.0144099202094457,-0.07054282750168868
Brocacef,2022Q2,2022K2,2022,2,-0.132,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2022,0.003,0.0008,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.1329486492429951,exact,-0.001585641426157,-0.117675057365044,-0.1646572088163561,-0.0707463469265827,-0.2429037500506135,0.0640794102374544,-0.1313630078168381
Brocacef,2022Q3,2022K3,2022,3,-0.061,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2022,0.003,0.0008,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.06194864924299509,exact,-0.0004378904438195,0.0209813599606212,-0.090309852129806,-0.0288998831896262,-0.1539763831110683,0.0590657378164869,-0.06151075879917559
Brocacef,2022Q4,2022K4,2022,4,0.018,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2022,0.003,0.0008,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.017051350757004907,exact,0.0030218274182407,-0.0176682826123388,-0.0472064967898824,0.0097659207900369,0.0421389157740175,-0.0845610444030406,0.014029523338764206
Brocacef,2023Q1,2023K1,2023,1,0.02,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2023,0.0023,0.001,0.0033,0.0008239810233570122,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.019176018976642988,exact,0.0058105106032075,0.053938980249117,0.0292830518551843,0.0099672432353232,-0.0702768922695871,-0.0228779562038572,0.013365508373435489
Brocacef,2023Q2,2023K2,2023,2,0.02,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2023,0.0023,0.001,0.0033,0.0008239810233570122,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.019176018976642988,exact,0.0080364028860351,0.058708597786077,0.0015975860927222,-0.0042237455419262,-0.0252391232549872,0.0033581915374972,0.011139616090607889
Brocacef,2023Q3,2023K3,2023,3,-0.052,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2023,0.0023,0.001,0.0033,0.0008239810233570122,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.05282398102335701,exact,0.008899391029804,-0.007668725558223,-0.0984029278653749,-0.0098902196036458,0.0515654431574934,0.0281172135200603,-0.06172337205316101
Brocacef,2023Q4,2023K4,2023,4,0.119,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2023,0.0023,0.001,0.0033,0.0008239810233570122,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.11817601897664298,exact,0.0098557065380013,0.0494016589271681,0.1406511339590381,0.0478010503731916,0.2025063986301105,-0.0478809935323651,0.10832031243864168
Brocacef,2024Q1,2024K1,2024,1,0.0289999999999999,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2024,0.0031,0.0007,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.02805135075700481,exact,0.0099530480293883,0.107000617868002,-0.0193570928345087,-0.0065477307148837,-0.0455244751418354,0.0247302220261523,0.01809830272761651
Brocacef,2024Q2,2024K2,2024,2,-0.01,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2024,0.0031,0.0007,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,-0.010948649242995092,exact,0.0096136482821427,0.0313399605437096,-0.0501172215018581,-0.0102865490675988,-0.00989783738366,0.0079670372145518,-0.020562297525137795
Brocacef,2024Q3,2024K3,2024,3,0.062,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2024,0.0031,0.0007,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.06105135075700491,exact,0.0094659177314309,0.0028777674479716,0.0473275286032934,0.0228626283842732,0.1370954218376332,-0.0430819918427396,0.05158543302557401
Brocacef,2024Q4,2024K4,2024,4,0.0069999999999999,Brocacef,Kwartaalrendement beleggingen risico fonds (in percentages),2024,0.0031,0.0007,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.006051350757004808,exact,0.0082911180628952,0.0725993086598819,-0.0133773398176884,0.000257321485737,-0.1007794528202434,0.0683684599228168,-0.0022397673058903913
CRH,2015Q1,2015K1,2015,1,0.076,CRH,Kwartaalrendement beleggingen risico fonds (in percentages),2015,0.0031,0.0005,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,0.07510121245479799,exact,0.0,0.1511712335541488,0.1418828219126287,0.0122918538476994,0.2002237762098073,0.1095047031222968,0.07510121245479799
