fund,alpha_quarterly,alpha_annualized,alpha_quarterly_ci_low,alpha_quarterly_ci_high,alpha_annualized_ci_low,alpha_annualized_ci_high,t_alpha,p_alpha,r2,n_obs,beta_equity,beta_duration,beta_credit,beta_real_estate,beta_fx,p_alpha_holm
"Metalektro, bedrijfstakpensioenfonds",-0.0007618774359380662,-0.0030440287689998957,-0.004259769271155544,0.0027360143992794118,-0.016930512134757936,0.010989054226663297,-0.42690066057445447,0.6694516843811757,0.9583089612473912,40,0.26250068065396825,0.36023489826649313,0.5334411687560043,0.0042629152668503915,-0.08715257702906049,1.0
Waterbouw BPF,-0.0007729598687912416,-0.0030882565203272927,-0.00394170373078507,0.0023957839932025873,-0.015673837481382957,0.009617629696508923,-0.47809907342034,0.6325796915399662,0.9561069059767567,39,0.40797376447268857,0.16699699597064263,0.21091705398557403,0.025947654366148022,-0.2421443280004038,1.0
TNO,-0.0007738093461363987,-0.0030916465521309,-0.004345540486764858,0.0027979217944920608,-0.01726918749764783,0.011238745050087484,-0.4246227920338292,0.6711116752500509,0.953470060000553,40,0.26552147381743824,0.3834697740621157,0.07671367468539403,0.07738841897738769,-0.07028509935422118,1.0
Kring 4 - Koopkracht (Achmea),-0.0007783616901400341,-0.0031098135649409997,-0.006029992000057308,0.004473268619777239,-0.023902678878413908,0.01801349371516725,-0.2904928164382202,0.7714392456208221,0.9217018974324076,31,0.26866611233863763,0.3667125928713888,0.4912230997014235,0.0519630768209655,0.0174950538996477,1.0
Zuivel en aanverwante industrie,-0.0007852117208402357,-0.003137149474814027,-0.00825469093258429,0.006684267490903819,-0.03261216944893108,0.02700634314830297,-0.2060366793264348,0.8367622599669435,0.9136111966463901,40,0.19007582227058228,0.7051747254505147,0.8272996251711981,-0.08576923533676249,0.0004576253706025102,1.0
PDN,-0.0008089625931432512,-0.0032319259668887046,-0.005239619998409898,0.0036216948121233954,-0.020794332919670144,0.014565669478764809,-0.357856047618622,0.7204510442889982,0.9403877145330999,40,0.25360765429882554,0.24761498234417081,0.026687001289210532,0.08652216972838793,-0.06199848813596438,1.0
Vlees- en Vleeswarenindustrie en de Gemaksvoedingindustrie,-0.0008521668222235164,-0.003404312633943807,-0.004952419320474405,0.0032480856760273725,-0.019663003798796264,0.0130557802487683,-0.40734473818149747,0.683754808571673,0.9596811638635862,40,0.2564927748658986,0.4063453658519214,0.5380692306873764,0.022972632580936916,-0.02165124944110902,1.0
SNS Reaal Groep,-0.0008568066181857119,-0.003422824282705128,-0.005296709475000217,0.003583096238628794,-0.02101910072485369,0.014409600598727312,-0.3782312738626922,0.7052587949240604,0.935323594412824,39,0.15076884879193142,0.5882059735353142,0.5066586799816125,-0.012556835531110628,0.05535216895162561,1.0
British American Tobacco,-0.0008801946436659998,-0.0035161328460963093,-0.005734634771110444,0.003974245483778445,-0.02274197614482354,0.015992001034478287,-0.3553756469705618,0.7223081906425799,0.8941304379670025,40,0.2167606287867859,0.3179496527165741,-0.07667883159033408,0.05405271758953252,-0.06836297471411393,1.0
Metaal en Techniek,-0.0010279019146571344,-0.004105272507687441,-0.0047515448234949865,0.002695740994180717,-0.018871144820889696,0.010826644506588545,-0.5410429468373807,0.5884779813742778,0.9537553576926067,40,0.21564231049172417,0.4523884524169202,0.5276208719813535,0.03952879835451824,-0.035497623589795524,1.0
Campina,-0.0010423837210824507,-0.004163020030683029,-0.004942805330066441,0.0028580378879015395,-0.01962511581331483,0.0114812552839052,-0.5237983880221176,0.6004187746984604,0.9655645747596957,40,0.2504580128491973,0.26303426371941535,0.6218841476394311,0.06447245469204757,-0.05865752266777624,1.0
Pensioenkring OWASE (Hnp),-0.0010891330192314766,-0.004349419978882607,-0.005192172365848002,0.003013906327385049,-0.020607496709273643,0.012110236689010234,-0.5202634709870289,0.6028799523423362,0.9789675240197693,20,0.3051715994303229,0.28355900652540866,0.48072587107856257,0.02651820313130636,-0.2606359614498224,1.0
Calpam,-0.0011281163126977876,-0.004504835113454564,-0.004565903885282173,0.0023096712598865976,-0.018138910987102186,0.00927074184049359,-0.6431657851382601,0.5201165318576845,0.9252663298222668,40,0.1745068058245644,0.09352492475436647,0.7654570960672489,0.02030364695924941,0.14837764164980763,1.0
Cargill,-0.0011389054250700262,-0.004547844974316262,-0.006032305840661763,0.0037544949905217112,-0.0239117677873788,0.015102769253533044,-0.45616819090096894,0.6482690373216875,0.9546228408164891,39,0.1741372116148809,0.5654371964551014,0.29648374392723953,0.030826313946266958,0.02418137073929131,1.0
Atos Origin,-0.0011635271699285289,-0.004645992205741578,-0.0048677523314951,0.002540697991638042,-0.01932930005377642,0.010201588488238045,-0.6156405857167947,0.5381317585504162,0.9257672570299539,40,0.19493092730312234,0.16639592076267284,0.49780486138369,0.0668793275506559,-0.016845346139724937,1.0
Verloskundigen,-0.0011669948062410854,-0.004659814319055711,-0.008169445678540582,0.005835456066058412,-0.032279520113866034,0.023546935557382964,-0.32663817741669104,0.7439415645933138,0.9158261110522071,40,0.1977493030457264,0.5838410356335654,0.45261397236059847,0.017617050041395153,0.04684591746744482,1.0
Kring Arcadis (Hnp),-0.0011836099845004594,-0.0047260409730982555,-0.006054497846934534,0.0036872778779336152,-0.023998936136493954,0.01483088833466839,-0.4762649042393778,0.6338856651584757,0.9655660440820945,26,0.29462135813096285,0.3746037691214305,0.3757620577982676,0.048664193352603746,-0.12703946001937091,1.0
Witteveen & Bos,-0.0011922568651252727,-0.004760505378945901,-0.006883097039971845,0.004498583309721299,-0.02724942816877307,0.018116121315051137,-0.4106213571582449,0.6813502008057084,0.9246276694262684,40,0.25983616007506233,0.5613287930249046,0.05601181257199017,0.04037355598681785,-0.05254275944576772,1.0
Kring ANWB (De nationale),-0.0012088911945394437,-0.0048268033352818485,-0.007080142956345078,0.0046623605672661906,-0.028021218432468076,0.01878027377217273,-0.4035567369020875,0.6865387049199521,0.9595513444260434,20,0.2278059636720367,0.45007477925170447,0.654690797000259,-0.005382497442459722,-0.2235271778749361,1.0
Kring Douwe Egberts (Stap),-0.0012285443364835158,-0.004905128833607941,-0.0063729202312635316,0.003915831558296501,-0.025249029923894994,0.015755569066389086,-0.46806506798261777,0.6397380589267656,0.969992608131436,27,0.33307325953554795,0.21354846004775022,0.5080681706341011,0.04682398653423751,-0.18327211375974992,1.0
Kring HP Nederland (Achmea),-0.001255454051785093,-0.005012367130609374,-0.007512191203799852,0.005001283100229665,-0.02971185927286546,0.02015571040748143,-0.39327922301343654,0.6941132621076942,0.9753780731100428,13,0.25872657719012654,0.39833263484509834,1.0378267600299005,-0.07010348908226198,-0.24908773392498884,1.0
AVEBE,-0.0012564142997960204,-0.005016193668722302,-0.004105195040389786,0.0015923664407977455,-0.016319940852902115,0.006384695705525134,-0.8644142886012528,0.3873603463573414,0.9639115969944817,40,0.7242976664829182,-0.00663401140449979,0.43867951238428937,-0.03781230750342433,-0.4584229434658169,1.0
Kring Chemours (Achmea),-0.0013059596842540534,-0.005213614459343319,-0.005751894664435592,0.0031399752959274854,-0.022809832999243218,0.01261918178372623,-0.5757245568838095,0.5648013740951542,0.9678730991889573,20,0.2613925404967168,0.43187111561529523,0.7271540733329612,0.002499528285762248,-0.13343391106843605,1.0
Kas Bank,-0.0013224553187024468,-0.005279337194636691,-0.004682957600802539,0.0020380469633976455,-0.01860066016169759,0.008177143544609411,-0.7713027929266655,0.4405274772953066,0.9476090781858844,40,0.23364846357481533,0.5431524859806959,0.38998523537354607,-0.04234875954275093,-0.10546542251278379,1.0
Molenaarspensioenfonds,-0.001394792516474913,-0.0055675082391057895,-0.008233366528311522,0.005443781495361695,-0.03252896407613626,0.021953580702047226,-0.3997533833025855,0.6893381688685667,0.9250132462028602,40,0.37286705921074315,0.6498574040801741,0.5449718209867463,-0.016355235525919463,-0.12520102965708924,1.0
Kring CK1 (Hnp),-0.0014481689719728686,-0.00578010487162639,-0.006582391733532221,0.003686053789586484,-0.026070738575562857,0.014825937627731767,-0.5528312970458568,0.5803789355531219,0.9502201688997617,32,0.21708782852600783,0.6917586632592251,0.4044789399130733,0.04739737991863119,0.017308181011936458,1.0
Betonproduktenindustrie,-0.001471410224810404,-0.0058726633489516455,-0.00662320998444461,0.0036803895348238016,-0.02623079870952294,0.014803029332975504,-0.559787099977881,0.5756246636658823,0.9545795363394685,40,0.2351431290757815,0.6842065812428815,0.3694395777501636,0.021213288912718682,-0.09240264288385344,1.0
Kring 3 - Stabiliteit (Achmea),-0.0014831362156135326,-0.0059193597491888905,-0.010880214796453774,0.007913942365226707,-0.04281572268711875,0.03203353890220062,-0.30934013606063043,0.7570628029667157,0.876976423218846,31,0.0835659844261844,0.9981580741931972,0.4430963744677039,0.06137157384415051,0.18581066245812808,1.0
Cosun,-0.0015013449630732196,-0.005991869163369801,-0.006087353139243634,0.0030846632130971953,-0.024127978263009275,0.012395861229853589,-0.6416434386846986,0.5211047217627848,0.9422118133829128,40,0.1496358638246905,0.3379456808813976,0.5564224520089766,0.049709494618597874,-0.024052314348240372,1.0
KLM Vliegend Personeel,-0.0015216389563685283,-0.006072677602152465,-0.006689575568847571,0.0036462976561105146,-0.026490995190341815,0.014665157637999915,-0.577088647866523,0.5638795726491121,0.8940460677806544,40,0.368490833603344,0.1396314152957866,0.1160409973668512,0.04913995830824257,-0.15837031187453715,1.0
Pensura,-0.0015498932144472333,-0.0061851747305828875,-0.00479082521734332,0.001691038788448853,-0.019026028141201468,0.006781332177937305,-0.93730287382922,0.3486027851161476,0.9719258399630432,40,0.423680505164039,0.22163378598477185,0.531061732158143,0.020688831722298955,0.04898671551246342,1.0
Werk en (re)Integratie,-0.0016189495307593058,-0.006460089103719757,-0.006049278103396339,0.002811379041877727,-0.023978433944507715,0.011293028225581425,-0.7162183844950281,0.4738565128492158,0.949606775884012,40,0.34231385623266763,0.18518585901255452,0.3205662664369708,0.057549616537013494,-0.1835410697303695,1.0
ABP,-0.0016234409881588413,-0.006477967696545517,-0.006017377632484099,0.002770495656166416,-0.023853127746326197,0.01112812162204424,-0.7241537885911105,0.468971325370108,0.9273442963843055,40,0.34921325264552905,0.17816013670313502,0.12216335512328241,0.10305837306814464,-0.1282782190815684,1.0
Kring Holland Casino (Stap),-0.001647290005036456,-0.00657289650672821,-0.007879441231383818,0.0045848612213109045,-0.03114720430536211,0.01846595655423422,-0.5180601311975135,0.6044163159141547,0.9477425109501733,30,0.35930706858409617,0.33790067317773653,0.7095410568820124,0.028744785648750805,-0.1487300690438217,1.0
Brocacef,-0.0016564127445875523,-0.006609206930559108,-0.00539300245017523,0.0020801769610001254,-0.02139812951281772,0.008346706684695171,-0.8688428697616792,0.3849330812586783,0.9529440673528196,40,0.2778145720839895,0.37417001473129186,0.33868536129177607,0.05757880471170397,-0.16859282428599748,1.0
Zorg en Welzijn,-0.0017000143454816877,-0.006782736733423,-0.006137355040051213,0.002737326349087837,-0.024324340686190715,0.010994345228402258,-0.7508927350165483,0.4527172129234335,0.9427763216730427,40,0.2771730318757305,0.284726640985464,0.39343556102991745,0.07691983286639793,-0.05447933605020225,1.0
SABIC,-0.0017533398758233672,-0.006994935849996775,-0.006893549056874631,0.0033868693052278966,-0.027290378211546007,0.013616458056172398,-0.6685492531976897,0.5037830532401384,0.9412351424609072,40,0.29785492042571765,0.37630887452742956,0.026855565705355106,0.08576417783253586,-0.09010821714073901,1.0
Gazelle psf,-0.0017977357284887387,-0.007171575021089005,-0.006739514038655952,0.003144042581678474,-0.026686752257890856,0.012635604762450514,-0.71300189130491,0.4758445868007758,0.9398924498924931,40,0.34421369243426414,0.44860693694355075,0.5250834885168181,0.009437066206386215,-0.09037884780019337,1.0
Grolsche bierbrouwerij,-0.0018754129804821852,-0.00748057525108814,-0.006466053642023885,0.002715227681059515,-0.02561443510074668,0.01090522561839613,-0.8007034679663988,0.42330333441094925,0.9287329514699398,39,0.1653768282896866,0.5235196363954537,0.3276904586403158,0.0927945702297849,0.07618532989232961,1.0
Kring Progress (Unilever),-0.0018928939031153374,-0.007550104444966066,-0.0065503040975560586,0.002764516291325384,-0.025944899848701075,0.011104005037479991,-0.7965808725823478,0.42569448972805535,0.9372971735872277,29,0.3420934506528104,0.07466629575931678,0.19265419299787825,0.06347711409279835,-0.140472022686537,1.0
Kring SVG (Stap),-0.0019043964574508912,-0.007595853088343096,-0.0057973613669390165,0.0019885684520372345,-0.02298856732857213,0.007978031705133226,-0.9587932477357455,0.3376629114778811,0.9595942610688659,33,0.3069396061629564,0.22185393735170006,0.6025338369151546,0.043014445240991565,-0.09595417940971679,1.0
TDV,-0.0019223428752107405,-0.0076672274897275905,-0.006470659843482825,0.0026259740930613448,-0.025632504679606538,0.010545343291559206,-0.8283773597207303,0.40745682422585083,0.9477395616654576,40,0.31717254150596674,0.17979095878529028,0.23503101590263953,0.10046928139423157,-0.1423352713575575,1.0
Loodsen,-0.0019582851136559823,-0.007810161195557885,-0.005345741016732502,0.0014291707894205368,-0.02121211262801137,0.005728950013217826,-1.1330533604115087,0.25719184565011877,0.9594296808025351,40,0.2920740160970434,0.2515316179283399,0.40715131041546443,0.030255099829331018,-0.11137185280394214,1.0
Bakkersbedrijf BPF,-0.0020361323954172523,-0.008119688319567775,-0.006490278365674474,0.002418013574839969,-0.025709462987206666,0.009707191621900257,-0.8959621416589143,0.3702729831642976,0.9518408076635808,40,0.2604115352082984,0.5255739699035354,0.18138896797469795,0.0365243555513884,0.008878006839842967,1.0
Lloyd's Register Nederland,-0.002050084389402947,-0.008175154928681594,-0.00658902074555112,0.002488851966745226,-0.02609673418547942,0.00999263587764565,-0.885249594446262,0.37602202925321204,0.9622587247454395,40,0.37396971752401964,0.39041817188185834,0.17857606696531989,0.06865551106446846,-0.2029367071165706,1.0
Geveke,-0.002090515309983999,-0.00833587623960319,-0.0038751659387463878,-0.00030586468122161003,-0.015410794835249764,-0.00122289752011695,-2.295874974442267,0.021683031018448727,0.9394889516160657,40,0.14580318489657518,0.05771220999554775,0.4731944095656687,0.03590319763314193,-0.024901531937634433,1.0
Banden- en Wielenbranche,-0.0021010093253801022,-0.008377588938362268,-0.010232762161163025,0.006030743510402821,-0.0403070670183302,0.024342071917472508,-0.5063979060956452,0.6125773442148975,0.924183736746036,40,0.18098783320633094,0.8105381744057425,0.16221465613075137,0.08864647041505308,0.14031152712851946,1.0
Kring Eastman (Stap),-0.002205339004108953,-0.008792217774886035,-0.007138768946729027,0.0027280909385111215,-0.02825075628174234,0.01095709990549909,-0.876141968575198,0.38095285965555836,0.9518554118184585,33,0.23560213307519645,0.4556585771812877,0.441887502629716,0.04947869561060012,-0.08055955494873206,1.0
"Schilders-, Afwerkings- en Glaszetbedrijf",-0.0022060357932715776,-0.00879498652939703,-0.0089841149749002,0.004572043388357044,-0.03545506804049714,0.018413977763170886,-0.6379020645166967,0.5235374337630752,0.9358560730646898,39,0.3828737421036197,0.33693063816771457,0.1513850154833919,0.10438987656341393,-0.029958659662864484,1.0
Woningcorporaties,-0.0022377866430764093,-0.008921145237427819,-0.006927582017578656,0.0024520087314258377,-0.027423707268713127,0.00984416801207355,-0.9352180373072372,0.3496759447759167,0.9437041786082331,40,0.2753813215790534,0.3176231093868963,0.4014043645569163,0.0725105075736268,0.0053758977414207765,1.0
Oak,-0.0023330234808231955,-0.009299486696867976,-0.006984815332050358,0.0023187683704039667,-0.027647896167399266,0.009307383500223088,-0.9829850826823763,0.3256147805314289,0.9584991850176583,40,0.29914776125551656,0.516676793873845,0.3754137447198334,0.04266062890533025,-0.15069990084986407,1.0
KPN,-0.0023523456165970872,-0.009376233323468264,-0.006944532504087494,0.0022398412708933193,-0.027490108143217284,0.008989511390394389,-1.0039906477413785,0.31538312145110425,0.9357079530599903,40,0.33720194791354896,0.3066578586389628,0.3943704714891483,0.04866946691787985,-0.04448945925489678,1.0
Huisartsen,-0.002428808190934785,-0.009679895384788972,-0.0062739226841282605,0.0014163063022586907,-0.02486050437129439,0.005677272118318255,-1.238032466397232,0.21570402278014567,0.9389917746770544,40,0.21656127810938067,0.29738899647266726,0.3874195658183099,0.0287573773939226,-0.025243165389982974,1.0
PGB,-0.0024701375057560445,-0.009844000796970453,-0.005556544268536556,0.0006162692570244668,-0.02204161125293147,0.002467356691230993,-1.5686138996733854,0.11673793169146444,0.9609757732219829,40,0.31480752265361833,0.30926020970989515,0.42942414089967573,0.06915186231358154,-0.15769718592053322,1.0
Shell,-0.0025828764813791713,-0.01029154729957138,-0.007329708037710105,0.002163955074951762,-0.028998056688111173,0.008683957063756242,-1.0664681946143584,0.28621204879904516,0.8783539074938599,40,0.24426345103776434,0.20056872278977433,0.2036302266443435,0.055842972821533055,-0.14228575189095322,1.0
Smurfit Kappa Nederland,-0.002600203859621488,-0.0103603193526427,-0.008252252402218791,0.003051844682975816,-0.03260265485570257,0.012263375051010383,-0.9016741237997643,0.3672300026521441,0.9381310857510267,40,0.3258950125863372,0.3140315859288725,0.4300612580092409,0.029694315361365003,-0.08300905267902015,1.0
Rabobankorganisatie,-0.002610051345722891,-0.010399402250840684,-0.007605514295915413,0.002385411604469631,-0.03007675048036118,0.009575841875160362,-1.0240505607633452,0.3058113942081462,0.9112973096112026,40,0.23866431080022985,0.5594564352400806,0.11482312774320813,-0.0011734278670699448,-0.22979232082641093,1.0
YARA Nederland,-0.0026351782564387203,-0.010499121187318994,-0.005180587373023893,-8.97691398535471e-05,-0.02056187401509091,-0.0003590282113170584,-2.02908618571773,0.042449512694716314,0.972099573545121,40,0.3175205152443641,0.12577064943075023,0.31217881096316513,0.09253527297244978,-0.19351375062844245,1.0
Provisum,-0.002642624681261069,-0.010528671703749604,-0.004641610469222811,-0.0006436388932993266,-0.018437574131829337,-0.002572071013439703,-2.5910385311991337,0.009568677729728395,0.9739215566971734,40,0.283646720872093,0.3015361240891844,0.22556477778639464,0.014752838700837538,-0.09340095391237514,1.0
Pensioenkring 2 (Stap),-0.0026874457399370913,-0.01070652635880709,-0.009215861011943504,0.003840969532069322,-0.03635697515866665,0.01545262329162278,-0.8068262574025057,0.4197665891015434,0.9446687792861105,27,0.2101232403051966,0.38760254339804917,0.594170936188506,0.02892313446217622,-0.1629907891639519,1.0
Nedlloyd,-0.0027354939280940837,-0.010897159972204307,-0.006289470158910461,0.000818482302722294,-0.024921529642797147,0.0032779508842655236,-1.5085834093383428,0.13140527656215115,0.926500743537924,39,0.15019259267811463,0.347228143166856,-0.02962259838753894,0.046703179290868896,0.04897972605865496,1.0
Citigroup Nederland,-0.002962345597098473,-0.011796833346918612,-0.007141941868906484,0.0012172506747095378,-0.02826317803757239,0.0048779001106611375,-1.3891510812268497,0.16478681351005242,0.9326340838125291,40,0.28320305800034,0.3520155046808232,0.7362209431841904,-0.044245857899507315,-0.23613291370506795,1.0
Sagittarius,-0.0030277847183394447,-0.012056244936138327,-0.007401987270562039,0.00134641783388315,-0.029280831789272765,0.00539655814808504,-1.3566699141242866,0.17488611612153204,0.8875000219091815,40,0.32184000925332834,0.19011349253803825,0.25648249952459684,0.0401409831973238,-0.14749761287847082,1.0
KLM-Cabinepersoneel,-0.0030357821079407274,-0.012087944419531316,-0.007077974129407879,0.0010064099135264244,-0.02801272606259242,0.0040317208980293895,-1.471979451959656,0.14102642646272298,0.9520318664182191,40,0.35890271465721413,0.30510218707979975,0.2403882800775487,0.04592724370957855,-0.17097116656682845,1.0
Personeelsdiensten,-0.0030548966839136814,-0.01216370632405972,-0.006056697138917488,-5.3096228909874e-05,-0.024007574453931424,-0.00021236800098123343,-1.9946320772191577,0.046083022388713535,0.9480776796921777,40,0.05114855417129274,0.35472326122342474,0.37215791829793404,-0.02381801431336634,-0.05286554189298944,1.0
Coram,-0.0031634715576544497,-0.012593967451118182,-0.006626573152799017,0.0002996300374901173,-0.026243985782801516,0.0011990589265260532,-1.7903864927938147,0.07339180022058642,0.9720346796469952,39,0.338166109176252,0.34147541135082116,0.5438213798535569,0.03248463551973524,-0.2439331128177706,1.0
APF,-0.0031678817931294527,-0.01261144138627035,-0.006655829021864665,0.00032006543560575895,-0.026358693179652892,0.001280876524884178,-1.780111284557868,0.07505775016501592,0.9611567078630273,40,0.3015454927125158,0.28392219144383407,0.07538963504222254,0.10129530903058634,-0.19148251135033606,1.0
Philips,-0.003175166278313368,-0.012640302970296391,-0.007411974479946975,0.0010616419233202392,-0.02931989948493563,0.004253334982228241,-1.468844293688057,0.1418750269632364,0.959746753300035,40,0.28324807618430503,0.42870101360684526,0.30055829937219547,0.04838422989630019,-0.11254286890687956,1.0
Lanschot,-0.0032249459753002346,-0.012837516295093332,-0.006935632863146586,0.0004857409125461165,-0.027455245618492774,0.0019443797740756885,-1.7033983611978591,0.0884935441921387,0.954541210660483,40,0.21911333486292767,0.502063364604661,0.2778416217153155,0.045720333095320004,0.011830049269792364,1.0
HaskoningDHV,-0.0033604154712355717,-0.013374059193105192,-0.008989302136797155,0.0022684711943260103,-0.035475262313920286,0.009104807267003912,-1.1700880987725153,0.24196551733694882,0.9554033644797273,26,0.3855920122077802,0.22211462001958715,0.2927037945870476,0.06908154983911631,-0.17288357898230017,1.0
Pensioenkring GE Nederland (Stap),-0.003406687696940602,-0.013557275672230862,-0.005441879157223517,-0.0013714962366576868,-0.021590476083630072,-0.005474709250677723,-3.2807651382593286,0.0010352591066603244,0.9927128252961194,14,0.438976212808351,0.3475664649585022,0.531811059641965,0.015225406708475692,-0.3042898435770697,0.17495878902559484
CRH,-0.0035298347482867884,-0.014044756361,-0.0067492666716967836,-0.0003104028248767936,-0.026724978794709697,-0.0012410333196449796,-2.1489347010923145,0.03163957657237451,0.9602717774142974,40,0.3249925611604137,0.3169949598316297,0.4373359414460204,0.02670979733086099,-0.24770527163892408,1.0
Hagee,-0.0036081927430018134,-0.014354844374324882,-0.007039858698174665,-0.00017652678782896156,-0.02786347024422209,-0.0007059202030774703,-2.060785611985981,0.039323497728344384,0.9661992395053365,40,0.3335862413511064,0.460679067670967,0.49341321458118187,0.03312974585899133,-0.13730343476289064,1.0
Kring HPE (Achmea),-0.0036362921199142393,-0.014466024907772268,-0.005993558704202146,-0.0012790255356263324,-0.023759558271067016,-0.005106295071368172,-3.0234177329806196,0.0024993697376112694,0.9924594652346771,13,0.2167106171536894,0.26497357826633766,0.5906791893125495,-0.009019859493479334,-0.20718480450406815,0.41989411591869324
Sportfondsen,-0.003834876697922834,-0.015251494486758,-0.006433592036309315,-0.0012361613595363538,-0.02548708496704799,-0.004935484422256775,-2.892283006936573,0.003824532694847794,0.9643437463052276,40,0.4475410539089892,0.05743036569579649,0.6903806053442383,-0.024036045314291328,-0.44519228855178145,0.6348724273447338
Personeelspensioenfonds APG,-0.003943867661011717,-0.0156823912224755,-0.009140448362235987,0.0012527130402125528,-0.03606355434840336,0.005020275766559168,-1.4874855255406896,0.13688662331887075,0.9288657949390885,40,0.3444067045848972,0.32414886892546213,0.16057312783004196,0.13485373440136325,-0.13275537097761841,1.0
Levensmiddelenbedrijf,-0.004173852800400882,-0.016591175466460495,-0.009493771674380147,0.0011460660735783832,-0.03743771112931027,0.004592151121991073,-1.537730435245968,0.12411453878369652,0.9417796441049546,40,0.26752303420241186,0.6541249958438204,0.20100139610096945,0.06089654372850376,0.03733802899254665,1.0
AT&T Nederland,-0.004273747286737619,-0.01698571155665629,-0.008867792331572684,0.00032029775809744483,-0.03500212607000153,0.001281806707761346,-1.8233148955404372,0.06825571155667833,0.9400921141682628,40,0.2910540082020669,0.20969284107517822,0.6279973862126027,0.03127022838648159,0.01886598695474226,1.0
Kring DB evenwicht (Achmea),-0.0042847732787952555,-0.017029251747258445,-0.009170104406627029,0.000600557849036518,-0.03617895015247874,0.002404396281068255,-1.7190239696373526,0.08561000746128547,0.975497102785536,17,0.21865708760825098,0.3629852452984434,0.35383994195637136,0.047000026018337505,-0.13244228994787932,1.0
Staples,-0.004365498732614281,-0.01734798187551012,-0.007395731899432653,-0.001335265565795908,-0.02925636159697853,-0.005330374177979658,-2.8236177942250364,0.004748497330952007,0.9651214865833292,40,0.2677382501666986,0.2881555576308227,0.5141179443819528,0.036594431500305204,-0.08822586686651018,0.7835020596070812
Pon,-0.004518628184227506,-0.017952373361424745,-0.011168837560426918,0.002131581191971905,-0.04393245002039892,0.008553625359336792,-1.3317397993978541,0.18294570616856787,0.864648503571268,40,0.47495206689118197,0.3281080302645162,0.5008756063807785,-0.04908102877793227,-0.28870862144780685,1.0
Medewerkers Apotheken,-0.004654819336264766,-0.01848967624753539,-0.011353329910950515,0.0020436912384209837,-0.04464576811930032,0.008199859157723699,-1.361986094057571,0.1732022737260014,0.9007585053406819,40,0.31044049394845635,0.3903925907682511,0.5551270771516608,0.01875087398780248,-0.16462995412830728,1.0
Alliance,-0.004784824513254753,-0.019002368440655504,-0.010357955053779174,0.0007883060272696691,-0.04079253041253428,0.0031569546273175764,-1.682731751953768,0.09242703208667874,0.9445808181872195,40,0.3959946373424434,0.43074603178889526,0.32437423290229583,0.04580793840533597,-0.15984404792916185,1.0
Kring D (De Nationale),-0.006239215688447045,-0.024724265880043617,-0.013288559151548097,0.0008101277746540066,-0.052104076881325456,0.00324445106788418,-1.734720134597333,0.08279038819428418,0.9354741594265279,18,0.235421914211368,0.39289504575361206,0.390008884950117,0.05517194979101399,-0.14647974003980843,1.0
Mars,-0.006666288447371866,-0.026399700388125225,-0.01213334167427524,-0.0011992352204684923,-0.047657182127075814,-0.004788318787914636,-2.389895383331562,0.016853172657766244,0.8344356753782555,40,0.29341385243579615,0.2626517933232858,-0.01774661652788051,0.03987703409503199,0.16877944926765276,1.0
HAL,-0.008819251907499406,-0.034813070172725835,-0.014545947061145936,-0.0030925567538528757,-0.05692654681327747,-0.012312961787992571,-3.0183929204400464,0.0025411918885692697,0.8868127377603104,40,0.6164145562258899,-0.10715229072077773,0.6481254198454267,0.08701205685376517,-0.3699084983815474,0.424379045391068
Kring B (De Nationale),-0.010637836078614777,-0.04187716543130948,-0.020225918060546945,-0.0010497540966826115,-0.07848207502320548,-0.004192409110782558,-2.174551242554579,0.029663761460978075,0.9694891452371504,14,0.38499020759487457,0.2729401163498806,0.6016616966863837,-0.008813240969493243,-0.28617956184978455,1.0
