pair,fund_1,fund_2,alpha_quarterly,alpha_annualized,t_alpha,p_alpha,r2,n_obs,beta_equity,beta_duration,beta_credit,beta_real_estate,beta_fx,p_alpha_holm
Pensioenkring GE Nederland (Stap) minus TNO,Pensioenkring GE Nederland (Stap),TNO,-0.01053777135417761,-0.041489485986602515,-11.537715496167111,8.51568577398296e-31,0.9532309673703638,14,0.27866763285957774,-0.1448026988792544,0.3739155384481894,-0.010413097155180975,-0.23424936817147493,1.2082054976127022e-26
Medewerkers Apotheken minus Pensioenkring GE Nederland (Stap),Medewerkers Apotheken,Pensioenkring GE Nederland (Stap),-0.011116602185394824,-0.04373041551235424,-9.947769712431692,2.5789811221232848e-23,0.6297931130419918,14,0.03121132598759646,-0.19276277758590515,0.5314620347428225,0.027032153899790516,0.08166830165975267,3.658800517956304e-19
Bisdommen minus Pensioenkring GE Nederland (Stap),Bisdommen,Pensioenkring GE Nederland (Stap),0.0032673390091539152,0.013133548697751962,8.974993744424033,2.833678924674673e-19,0.9826749952739604,14,-0.22091488417587138,0.07131192751659862,-0.6971799645951491,0.04897841940327863,0.27747849104592737,4.019856922543491e-15
Kring equensWorldline (Achmea) minus Medewerkers Apotheken,Kring equensWorldline (Achmea),Medewerkers Apotheken,0.00930345369770277,0.037736368800536324,8.944986304740812,3.7199587762082975e-19,0.9022698421183719,20,-0.21602373207679706,0.10712401660847296,-0.17027680787911412,-0.02013187192136563,0.16061359372126144,5.27676152405147e-15
Hagee minus Kring ES Nederland (Achmea),Hagee,Kring ES Nederland (Achmea),-0.007516899871199756,-0.029730272523216472,-8.620702140980965,6.654479989257781e-18,0.8090266569717695,13,0.20335083779641644,-0.179977677924129,0.06997875943695829,0.039526906854248756,-0.04257891283805784,9.438714416763236e-14
Kring ES Nederland (Achmea) minus Levensmiddelenbedrijf,Kring ES Nederland (Achmea),Levensmiddelenbedrijf,0.011881341255429768,0.048379091548314435,8.600359966656475,7.94664557164043e-18,0.7959742738855029,13,-0.17198386442191121,0.08266246535039233,-0.005624217895669746,-0.08548720973341474,-0.2380898242842026,1.1270727414257621e-13
Kring ES Nederland (Achmea) minus Molenaarspensioenfonds,Kring ES Nederland (Achmea),Molenaarspensioenfonds,0.009307140591677834,0.0377515319109607,8.330916835319446,8.021866911009e-17,0.7748417705404401,13,-0.29309464622635767,0.1668412740369799,-0.1304913985779262,-0.05759302173603889,0.001140761459243584,1.1376611653192964e-12
Kring HPE (Achmea) minus Medewerkers Apotheken,Kring HPE (Achmea),Medewerkers Apotheken,0.010783428191435322,0.043836435917023575,8.155464196213272,3.478412667177182e-16,0.9296616585332524,13,-0.2523692663815933,0.10925319372857084,-0.47471631990776203,-0.051124494031987204,0.013485765145760251,4.932737003323962e-12
Kring HP Nederland (Achmea) minus Levensmiddelenbedrijf,Kring HP Nederland (Achmea),Levensmiddelenbedrijf,0.009990579903315902,0.04056518840299317,8.154293186642308,3.512278847971088e-16,0.7754678369701337,13,-0.1452252939006818,0.05630411971775096,0.0791266875511095,-0.0975538343767746,-0.22617487712931333,4.980411406423003e-12
Kring AFM (De Nationale) minus Kring ES Nederland (Achmea),Kring AFM (De Nationale),Kring ES Nederland (Achmea),-0.011152564672182525,-0.04386951363635494,-7.577498103228167,3.5228216816639005e-14,0.5238917422043308,13,0.13523273313343095,-0.129302891434836,0.05228853715933135,0.057078007775141354,0.12406252974196925,4.995008862431244e-10
IKEA minus Kring ES Nederland (Achmea),IKEA,Kring ES Nederland (Achmea),-0.012322728198782301,-0.048387276762135834,-7.361726874836052,1.8154613584107962e-13,0.7924204859569974,13,0.3153899218677201,-0.3618123321658842,0.3087306704194485,0.04113074967958711,0.052075159254735104,2.573961113954827e-09
Atos Origin minus Kring B (De Nationale),Atos Origin,Kring B (De Nationale),0.017384309029338945,0.07137162779355677,7.330335015920064,2.295780996662975e-13,0.8888097948589567,14,-0.32951501731835486,-0.02772185275838751,0.060001039751784675,-0.020562693522801913,0.183806489939776,3.2547287189690994e-09
ABP minus Pensioenkring GE Nederland (Stap),ABP,Pensioenkring GE Nederland (Stap),0.00882854112035033,0.0357845818832232,7.220221374385363,5.19030109098882e-13,0.9389016888746515,14,-0.2918418629654162,0.1881003480673523,-0.8766870131998674,0.06739731177242791,0.32688976818534504,7.357770826585752e-09
Banden- en Wielenbranche minus Kring ES Nederland (Achmea),Banden- en Wielenbranche,Kring ES Nederland (Achmea),-0.010098651495957092,-0.039786818564613524,-7.0145977952623655,2.306113785041485e-12,0.6294280528429692,13,0.0754577979821655,-0.10689806213572825,0.05466455599901563,0.10300090530890532,0.21223619616855977,3.268916290296305e-08
Kring HPE (Achmea) minus TNO,Kring HPE (Achmea),TNO,-0.010490884738718674,-0.04130779331733414,-7.004976181099474,2.4702785632362572e-12,0.4299683586190315,13,0.05344490217203568,-0.22494986701588332,0.4384561117725496,-0.03506731492285079,-0.131936280051105,3.501372835531071e-08
Cap Gemini Nederland minus Pensioenkring GE Nederland (Stap),Cap Gemini Nederland,Pensioenkring GE Nederland (Stap),-0.004416926109553672,-0.017550993323480868,-6.94787800696503,3.708214398720744e-12,0.6415236639757615,14,-0.06700225339625966,-0.056404210005181504,0.15539833483357782,-0.030296567504751296,0.05526549693562633,5.255652267306911e-08
Kring AFM (De Nationale) minus Kring HP Nederland (Achmea),Kring AFM (De Nationale),Kring HP Nederland (Achmea),-0.00926180332006866,-0.036535697864486516,-6.9215953037462645,4.4658553126809036e-12,0.42676209963255063,13,0.10847416261220157,-0.10294454580219464,-0.032462368287447904,0.06914463241850123,0.11214758258707995,6.329010149131376e-08
Heineken minus Pensioenkring GE Nederland (Stap),Heineken,Pensioenkring GE Nederland (Stap),0.010543793261570832,0.04284690354392939,6.659669509040123,2.744440118180267e-11,0.9782902926753184,14,-0.2373275432984461,0.08650926740866643,-1.2307825425194094,0.13728759284083655,0.5801302653473601,3.8891460914732565e-07
Kring DB evenwicht (Achmea) minus TNO,Kring DB evenwicht (Achmea),TNO,-0.011283598312511767,-0.04437620598698344,-6.580249248782238,4.696602743307836e-11,0.2574910500522617,17,0.010582319565658437,-0.12189833775887372,0.3612285585414757,-0.01046137021571163,-0.002115161364488297,6.655086087267204e-07
Pensioenkring GE Nederland (Stap) minus UWV,Pensioenkring GE Nederland (Stap),UWV,-0.005847234437371617,-0.023184595348429538,-6.417979905361817,1.380944783464523e-10,0.9677754837202663,14,0.31263769482147746,-0.010423055537613912,0.16015198545929657,0.014481750612855764,-0.29340954781501466,1.9566606636908824e-06
BPL minus Kring B (De Nationale),BPL,Kring B (De Nationale),0.020900836876915296,0.08626112993698198,6.360665292372008,2.0088175220185118e-10,0.7275682187518837,14,-0.2686313629821141,0.36009734117890796,-0.9567163842788057,0.08332547766042359,0.19192212018638435,2.8460926651958274e-06
Kring Sligro (Achmea) minus Medewerkers Apotheken,Kring Sligro (Achmea),Medewerkers Apotheken,0.011099885431778197,0.045144272001391705,6.343604631124602,2.2445040763464568e-10,0.6138232101015265,21,-0.06329849036118454,0.11928991380403005,0.014884756484480932,-0.06391325941039991,-0.00041853165298673856,3.1797889249600255e-06
Kring Chemours (Achmea) minus Nederlandsche Bank,Kring Chemours (Achmea),Nederlandsche Bank,-0.006977911910389881,-0.027620856796088722,-6.2809674128275415,3.3647267039210143e-10,0.7969624917410425,20,0.05973385579168799,-0.14684569568150704,0.6226072475420301,-0.05687550609922824,0.011767075893618646,4.766471848774509e-06
Kring ES Nederland (Achmea) minus Medewerkers Apotheken,Kring ES Nederland (Achmea),Medewerkers Apotheken,0.015055023478747459,0.06159371678760173,6.254513626475834,3.987566474676626e-10,0.5780820994666125,13,-0.237111661721077,0.2689706301318712,-0.11232158421197182,-0.10014113159238389,-0.04033276442248911,5.648387911379441e-06
IKEA minus Kring HP Nederland (Achmea),IKEA,Kring HP Nederland (Achmea),-0.010431966846668436,-0.04107944102392125,-6.240764892255909,4.354363164464366e-10,0.7563155807366349,13,0.2886313513464906,-0.33545398653324277,0.2239797649726693,0.053197374322946966,0.04016021209984583,6.167519986147328e-06
Kring equensWorldline (Achmea) minus Oak,Kring equensWorldline (Achmea),Oak,0.0070953464851682595,0.02868488095649324,6.1924222803453635,5.924656553835733e-10,0.9470503628286422,20,-0.3092487964000762,0.12374248277326504,0.15844022053265536,-0.04412739590854548,0.25321511885976533,8.391091077197548e-06
Essity minus Pensioenkring Sweco (Hnp),Essity,Pensioenkring Sweco (Hnp),-0.006773899939724673,-0.026821526632153314,-6.191072144315221,5.97563490180428e-10,0.6931392957463126,18,0.21475660113658843,-0.23806846352994812,0.3057694366604219,-0.022198058593306525,0.020109498595117133,8.462694147935222e-06
Nederlandsche Bank minus Pensioenkring OWASE (Hnp),Nederlandsche Bank,Pensioenkring OWASE (Hnp),0.006761056798304193,0.027319736859685806,6.1054692365344305,1.0249909677127414e-09,0.8758331399303259,20,-0.1035119743168128,0.29515841445852165,-0.3761838892674819,0.0328570781711916,0.11543355143254197,1.4514897093780131e-05
Kring Forward (Unilever) minus Kring equensWorldline (Achmea),Kring Forward (Unilever),Kring equensWorldline (Achmea),-0.0066939062260133984,-0.026507972385277134,-6.068783211942698,1.288829778269643e-09,0.9319811820250473,20,0.24521747879066358,-0.3435963888627164,0.12380514569370044,0.002660355199244742,-0.0482074984988794,1.8249829660298146e-05
BPF Foodservice minus Kring ANWB (De nationale),BPF Foodservice,Kring ANWB (De nationale),0.008444978892619356,0.03421023577248827,6.029881997338847,1.6407944064092769e-09,0.7121927380395785,20,-0.1439844985372017,0.10820194267721077,0.040673132950211174,0.015621639845298591,0.27778231792093233,2.323200800034895e-05
Banden- en Wielenbranche minus Kring HP Nederland (Achmea),Banden- en Wielenbranche,Kring HP Nederland (Achmea),-0.008207890143843226,-0.032429551117575506,-6.020300960525885,1.740930645716024e-09,0.5735559188935986,13,0.048699227460936086,-0.08053971650308688,-0.030086349447763568,0.1150675299522652,0.20032124901367046,2.4648096082047468e-05
Kring equensWorldline (Achmea) minus SNS Reaal Groep,Kring equensWorldline (Achmea),SNS Reaal Groep,0.004869239875446969,0.019619678834628562,5.995591521399845,2.0274606975963494e-09,0.6456783875950922,20,-0.09220144302446841,0.012343474056919206,-0.06767079965004079,0.02171968811544767,0.021297578428884543,2.8702761095871518e-05
Atos Origin minus Kring HPE (Achmea),Atos Origin,Kring HPE (Achmea),0.01318025020761964,0.053772503621288825,5.912586482389633,3.3677691809397797e-09,0.7079877537987136,13,-0.19115467288735313,0.0049951371617341644,0.1283549646503168,-0.02449166119355201,0.15750628504535436,4.767414052538352e-05
Kring HP Nederland (Achmea) minus Molenaarspensioenfonds,Kring HP Nederland (Achmea),Molenaarspensioenfonds,0.007416379239563971,0.02999716775266803,5.896530059655307,3.712251570758072e-09,0.7271614151221212,13,-0.26633607570512824,0.14048292840433851,-0.04574049313114705,-0.06965964637939877,0.01305570861413288,5.254692098408051e-05
IBM Nederland minus Kring HPE (Achmea),IBM Nederland,Kring HPE (Achmea),-0.013403549073225978,-0.05254586531567329,-5.89272470044261,3.798790058781426e-09,0.4775143613232187,13,0.14983290313306333,0.03222694236178322,-1.1160130759334377,0.103737434685062,-0.17438936295597676,5.3768074491992304e-05
ABP minus Kring HPE (Achmea),ABP,Kring HPE (Achmea),0.009299999173981228,0.03772216151140162,5.841796521676256,5.1640859538618904e-09,0.6784625750474607,13,-0.0721628858987803,0.2728333380989641,-0.9305965891408875,0.09128521419509511,0.23434049257933812,7.308730850500733e-05
Kring Arcadis (Hnp) minus Thales,Kring Arcadis (Hnp),Thales,-0.003886614137837805,-0.015456056547616615,-5.831433059094939,5.495335747052736e-09,0.8126811432528278,26,0.00023058767317782336,-0.02798413095355862,-0.1257953954056296,-0.008915347742898934,0.04137987138355962,7.776999149229031e-05
Kring HPE (Achmea) minus Pensioenkring 2 (Stap),Kring HPE (Achmea),Pensioenkring 2 (Stap),0.010146318907485906,0.04120715111675133,5.822696164742075,5.790577076982641e-09,0.8737060653179304,13,-0.20102568113898037,0.12762424738534084,-0.5060948533840318,-0.0173899475432814,0.04857301365301114,8.194245621638136e-05
Heineken minus Kring HPE (Achmea),Heineken,Kring HPE (Achmea),0.01024590809173642,0.04161781758889016,5.812884905928439,6.140528184573027e-09,0.9331957245004799,13,-0.009420355284267146,0.16443583845053777,-1.3004709742744798,0.1623128842497748,0.4730892365874119,8.688847381170833e-05
"Kring B (De Nationale) minus Schilders-, Afwerkings- en Glaszetbedrijf",Kring B (De Nationale),"Schilders-, Afwerkings- en Glaszetbedrijf",-0.017755244879375458,-0.06915177708432385,-5.793441895557961,6.8958349925828084e-09,0.7479194991562963,14,0.17343449764553404,-0.25372549497006813,0.7755802660649529,-0.07456529820334636,-0.20764762422279848,9.756916931005416e-05
Kring ES Nederland (Achmea) minus Trespa,Kring ES Nederland (Achmea),Trespa,0.009396646854042682,0.03811969582698427,5.722697087284405,1.0484610497668751e-08,0.5578187675819368,13,-0.00583745641750127,0.14927950520399427,-0.18905776141617897,-0.038392125847610564,-0.2029021638363252,0.0001483362693210175
BPL minus Kring HP Nederland (Achmea),BPL,Kring HP Nederland (Achmea),0.012899336119162186,0.05260431482747907,5.662287989163642,1.4936786534531498e-08,0.8048742706602422,13,-0.15713641433384065,0.24692243662799457,-1.3645620425196718,0.1425740706662969,0.18084152514553534,0.00021131071910401712
IBM Nederland minus Kring ES Nederland (Achmea),IBM Nederland,Kring ES Nederland (Achmea),-0.017675144360538117,-0.06884810309157452,-5.63766140543048,1.723750145092256e-08,0.763954971077278,13,0.134575298472547,-0.1274904940415171,-1.4784078116292279,0.15275407224545862,-0.12057083338772746,0.00024384169552475054
Heineken minus Kring DB evenwicht (Achmea),Heineken,Kring DB evenwicht (Achmea),0.011296560218547465,0.045957697114605844,5.581724040060233,2.3814602826565317e-08,0.8860706352915735,17,0.037836785906620145,0.052156731081283395,-1.1239476670704367,0.11343951214551962,0.32624155882748046,0.0003368575569817664
Huntsman Rozenburg minus Pensioenkring Sweco (Hnp),Huntsman Rozenburg,Pensioenkring Sweco (Hnp),-0.006980154797219122,-0.027629641813101125,-5.520761314235051,3.375340188899412e-08,0.7612100367225256,18,0.23229413768347054,-0.23780726593195625,0.10684140804022536,0.015137681619600052,-0.03401314623490468,0.00047740811631793285
Levensmiddelenbedrijf minus Pensioenkring Sweco (Hnp),Levensmiddelenbedrijf,Pensioenkring Sweco (Hnp),-0.012478112768288507,-0.0489859785733443,-5.456160565985127,4.865400025644747e-08,0.9043786250973581,18,0.2496989305994789,-0.048178249105100206,0.5725493858973801,0.022586597459775398,0.09762970294805444,0.0006881135256269366
Nederlandsche Bank minus Pensioenkring GE Nederland (Stap),Nederlandsche Bank,Pensioenkring GE Nederland (Stap),0.007131524667209508,0.0288327039186127,5.354958938051603,8.557584870834302e-08,0.7544726700066636,14,-0.1731018437553721,0.17772273497187807,-0.37762163502715684,0.032990640545390755,0.09145479993378539,0.001210213652433387
IKEA minus Pensioenkring GE Nederland (Stap),IKEA,Pensioenkring GE Nederland (Stap),-0.00860118657231007,-0.03396340363068073,-5.336025955332985,9.50058079654568e-08,0.6676169204975182,14,0.1118091381818767,-0.28752322516562456,0.723423024329273,-0.03165759537866024,0.08932543714262367,0.0013434771304395245
Kring ES Nederland (Achmea) minus Pensioenkring 2 (Stap),Kring ES Nederland (Achmea),Pensioenkring 2 (Stap),0.014417914194798046,0.05893094605782534,5.254761685711969,1.482162656229402e-07,0.5301568193103208,13,-0.18576807647846408,0.28734168378864117,-0.14370011768824154,-0.06640658510367806,-0.005245515915238218,0.0020957779959083745
"Kring HPE (Achmea) minus Schilders-, Afwerkings- en Glaszetbedrijf",Kring HPE (Achmea),"Schilders-, Afwerkings- en Glaszetbedrijf",-0.01207464427898246,-0.04743081544168293,-5.242994662157263,1.579911115232106e-07,0.5353018900931154,13,0.019282375426376782,-0.273379443980773,0.7375094958345979,-0.07281923447664908,-0.15353450264128346,0.0022338363258266746
IFF minus Kring ES Nederland (Achmea),IFF,Kring ES Nederland (Achmea),-0.006879772397358285,-0.027236402253158487,-5.227481468570994,1.7183461488158758e-07,0.9124007770846556,13,0.08371631933710531,-0.205406539502284,-0.50349223560031,0.07767650085214393,0.07348134492913343,0.002429397785195885
Grolsche bierbrouwerij minus Nederlandsche Bank,Grolsche bierbrouwerij,Nederlandsche Bank,-0.006455796939599206,-0.025574198377754098,-5.210205420822922,1.8863166059342776e-07,0.18191644131670925,38,-0.023344078759468024,-0.09545426097562211,0.19348603733485187,0.00766719983983268,0.10504051073154415,0.002666685785809288
Huntsman Rozenburg minus Pensioenkring GE Nederland (Stap),Huntsman Rozenburg,Pensioenkring GE Nederland (Stap),-0.0032896947897482357,-0.01309398889653346,-5.182123742740029,2.1937358942001673e-07,0.9644157184549682,14,-0.08892563448282945,-0.18226158331151157,-0.057273303962048716,0.018498382896685067,0.2156521283085649,0.0031010650600413565
Kring HP Nederland (Achmea) minus Medewerkers Apotheken,Kring HP Nederland (Achmea),Medewerkers Apotheken,0.013164262126633595,0.05370599067321424,5.1607051691819485,2.46021372458161e-07,0.5121333411567952,13,-0.21035309119984763,0.24261228449922978,-0.027570678765192674,-0.11220775623574374,-0.028417817267599815,0.003477512099696106
Pensioenkring Randstad (Hnp) minus Pensioenkring Sweco (Hnp),Pensioenkring Randstad (Hnp),Pensioenkring Sweco (Hnp),-0.005843959358658751,-0.023171723430722047,-5.115791457914607,3.124281006011477e-07,0.8935063521297635,18,0.018533461797460998,0.1246156022784342,0.28964883365083627,-0.014757394498052757,0.08606513747798551,0.004415858773896621
AVEBE minus Kring B (De Nationale),AVEBE,Kring B (De Nationale),0.01433481842209037,0.05858402050487532,5.0857671474647885,3.661430491507607e-07,0.836876648172931,14,0.21898168568867343,-0.08394501545422922,-0.33104225504506285,-0.059274582615462326,-0.07523697018110988,0.005174699713647701
Architectenbureaus minus Coram,Architectenbureaus,Coram,0.005017235072407163,0.02022048199828652,5.080250992917889,3.769365164112778e-07,0.7802455791216181,39,-0.0736201231828574,0.07828580356666964,-0.03854800557512322,-0.04431952751734169,0.12409851288287217,0.0053268668499241775
ABN AMRO Bank minus Coram,ABN AMRO Bank,Coram,0.005924554452146489,0.02390965292899061,5.0707424244569985,3.962667890395161e-07,0.904351299482474,39,-0.2530327363041496,0.2622219854174386,-0.061978379405037407,-0.020428370426140707,0.42348285891632925,0.005599645995917402
Hagee minus Pensioenkring Sweco (Hnp),Hagee,Pensioenkring Sweco (Hnp),-0.009227163236265814,-0.03640094487051304,-5.020271056410984,5.159861654126427e-07,0.8932085160260137,18,0.3010288949208133,-0.1571309116767282,0.5837279059296889,-0.014430026970618917,-0.21028242847242906,0.007290884517280641
Kring HPE (Achmea) minus Loodsen,Kring HPE (Achmea),Loodsen,-0.008571085973296373,-0.033846076056131325,-5.017680260009203,5.229912269276309e-07,0.32882986932509595,13,-0.008436940348503374,-0.09351511579400068,0.2658920141904324,-0.029062835968284698,-0.13773719827750014,0.007389343045260497
Kring ES Nederland (Achmea) minus Oak,Kring ES Nederland (Achmea),Oak,0.010197938463077911,0.04141999461999801,5.009184413640247,5.466117810777041e-07,0.6151277836561815,13,-0.21811172962443806,0.11728381090724614,0.5119120837241,-0.11048654713975574,0.07162140456904037,0.007722531243065804
Bisdommen minus Kring HPE (Achmea),Bisdommen,Kring HPE (Achmea),0.0033265148944315397,0.013372601149114205,4.9604566208477525,7.032766572135703e-07,0.8523838170727649,13,0.0031734963243076706,0.15239743604161904,-0.7595452475479871,0.0734758354776147,0.17716325191243842,0.009935189336456107
Avery Dennison minus Kring ANWB (De nationale),Avery Dennison,Kring ANWB (De nationale),0.006307687241840835,0.02547047591415641,4.959905323640493,7.052754445130272e-07,0.6968766056850959,20,-0.028753181731769144,0.10798236053017299,-0.26646984224503334,0.0345316757928417,0.10462059127814222,0.009962720929191022
Kring DB evenwicht (Achmea) minus Nederlandsche Bank,Kring DB evenwicht (Achmea),Nederlandsche Bank,-0.008603233682716815,-0.03397138256879473,-4.935959668340389,7.975758978757836e-07,0.7843287790663105,17,-0.018882933713100913,-0.20224144915378872,0.30827067511744916,-0.013219931033748297,0.07578022264480151,0.011265759557495444
Kring ANWB (De nationale) minus Kring equensWorldline (Achmea),Kring ANWB (De nationale),Kring equensWorldline (Achmea),-0.006076139740001667,-0.02408393806365483,-4.918938261858716,8.701490700107393e-07,0.9354752267263979,20,0.2033371146331505,-0.16472713528496946,0.31694337666913747,-0.005469676324518079,-0.18894506286031157,0.012289985464831682
AT&T Nederland minus BPL,AT&T Nederland,BPL,-0.006356593617255534,-0.025184962527132315,-4.915659993624413,8.848385198020845e-07,0.5033259712982023,40,0.005346501703927937,-0.1670610843419284,0.5040486399531088,-0.05390952512170305,0.08445956828161097,0.012496574415164838
Pensioenkring GE Nederland (Stap) minus Wolters Kluwer Nederland,Pensioenkring GE Nederland (Stap),Wolters Kluwer Nederland,-0.008739006318012159,-0.0345004676508186,-4.898749424060335,9.644854915770541e-07,0.9168180225598429,14,0.2801197336392941,-0.24163103502685737,0.6848660234294972,-0.006027346718920346,-0.05370883789639588,0.013620464112051159
IBM Nederland minus Kring HP Nederland (Achmea),IBM Nederland,Kring HP Nederland (Achmea),-0.01578438300842425,-0.06165831998857263,-4.855215531777987,1.2025587319338636e-06,0.7573674356865275,13,0.10781672795131769,-0.1011321484088757,-1.563158717076007,0.16482069688881848,-0.1324857805426167,0.01698133185363809
BPL minus Kring ES Nederland (Achmea),BPL,Kring ES Nederland (Achmea),0.01100857476704832,0.04476678252557864,4.845828748379833,1.2608424089876732e-06,0.8102325298783035,13,-0.13037784381261128,0.22056409099535318,-1.2798111370728924,0.1305074460229371,0.1927564723004246,0.017803094814905947
Kring HPE (Achmea) minus Mediahuis Nederland,Kring HPE (Achmea),Mediahuis Nederland,-0.005190430542726385,-0.020600637362411356,-4.840132569775362,1.297525439332723e-06,0.7187203661058637,13,0.024398258209700673,-0.13473431203386244,0.15078676318793982,0.01105649487814258,-0.20386846381721654,0.018319761677938716
Kring DB evenwicht (Achmea) minus Oak,Kring DB evenwicht (Achmea),Oak,0.003632894997811622,0.014610959508541299,4.830753935317947,1.3601701767818872e-06,0.9465188879549374,17,-0.19693679702260816,-0.0015293218415829797,0.058870407237887265,-0.022445728670943885,0.19685130631156017,0.019202882555806683
Kring ANWB (De nationale) minus Nederlandsche Bank,Kring ANWB (De nationale),Nederlandsche Bank,-0.0068808251000040364,-0.027240526745466065,-4.828050915776231,1.3787584629068965e-06,0.685692218168578,20,0.02614667351882823,-0.1286425133395488,0.5501473801296719,-0.0647577697950807,-0.07832555715267,0.01946393322085666
"Kring HP Nederland (Achmea) minus Schilders-, Afwerkings- en Glaszetbedrijf",Kring HP Nederland (Achmea),"Schilders-, Afwerkings- en Glaszetbedrijf",-0.009693810343784184,-0.038215056498737354,-4.8270408215659915,1.385767246773336e-06,0.8065655864911426,13,0.06129855060812247,-0.14002035321011402,1.1846551369771674,-0.13390249668040555,-0.19543808505464358,0.01956149045545241
"Kring ANWB (De nationale) minus Vlakglas, Verf, het Glasbewerkings- en het Glazeniersbedrijf",Kring ANWB (De nationale),"Vlakglas, Verf, het Glasbewerkings- en het Glazeniersbedrijf",-0.008287068770793434,-0.03273849378863469,-4.817507344722264,1.4536274189092535e-06,0.7475666846299058,20,0.11810131334115448,-0.16140301711286953,0.23166115356486125,-0.012501414808898883,-0.21498776832962194,0.020517951017904115
Banden- en Wielenbranche minus Kring Sligro (Achmea),Banden- en Wielenbranche,Kring Sligro (Achmea),-0.005568576375328193,-0.022088940987558425,-4.816166703993561,1.4634227814524532e-06,0.5286512886289007,21,-0.08337609913798834,0.03226213255711229,-0.08643420979663588,0.07226695836098367,0.13568419288783115,0.020654749137419926
Pensioenkring Sweco (Hnp) minus Staples,Pensioenkring Sweco (Hnp),Staples,0.003399027502368439,0.01366558755185987,4.815363295090038,1.4693232517662017e-06,0.7222673397356318,18,-0.09959880287946246,0.11148157228492113,-0.38568159611068314,-0.0013146413761830305,0.01330832568281243,0.020736559052176404
Pensioenkring Sweco (Hnp) minus Philips,Pensioenkring Sweco (Hnp),Philips,0.007740748267295886,0.03132436703918917,4.797560803245031,1.606094631833058e-06,0.6127783606862365,18,-0.20846106082043472,-0.01679730219261281,0.23001920497248235,-0.048305393470713914,0.04699697241769076,0.022665207444428116
Kring equensWorldline (Achmea) minus Pon,Kring equensWorldline (Achmea),Pon,0.0054464988793907505,0.021964628765192895,4.72930367497895,2.252911914077781e-06,0.9229796548467932,20,-0.2973507213777432,0.18816784369088313,-0.35430989310361527,0.03602552945074524,0.16094180775673061,0.03179084001955156
ABN AMRO Bank minus Pensioenkring Sweco (Hnp),ABN AMRO Bank,Pensioenkring Sweco (Hnp),-0.004176352464929387,-0.01660104941045004,-4.72804483023498,2.2669214040144893e-06,0.6180903413652361,18,0.0019213638939828718,0.048965520371064386,4.432607455382917e-05,0.04099638236786409,0.06422908100189442,0.031986261010644446
Kring ES Nederland (Achmea) minus Kring McCain (De Nationale),Kring ES Nederland (Achmea),Kring McCain (De Nationale),0.006452216117575471,0.02605972721164984,4.6759452347906905,2.926026927434759e-06,0.5348331835993194,13,-0.11899354305127065,0.12882629130287324,0.15508268282312157,-0.05478253093652081,-0.038670615701540435,0.041283313919177014
Kring ANWB (De nationale) minus Pensioenkring Sweco (Hnp),Kring ANWB (De nationale),Pensioenkring Sweco (Hnp),-0.007518665200106104,-0.029737175776790137,-4.672870711077301,2.9701875044326927e-06,0.8854856055459519,18,0.184886282964706,-0.05976404893930728,0.3299319274599531,0.008013563876333736,-0.15896221865623417,0.04190340531253643
AT&T Nederland minus Samenwerking / Slagersbedrijf,AT&T Nederland,Samenwerking / Slagersbedrijf,-0.006091678227599281,-0.024144964484810516,-4.646179356403255,3.381390441371708e-06,0.7149045661123299,40,0.09222902116547316,-0.2331006161162324,0.5692908597730186,-0.02409859002836079,-0.019510937552595597,0.047701274956430686
Kring HPE (Achmea) minus Nederlandsche Bank,Kring HPE (Achmea),Nederlandsche Bank,-0.007911710326131477,-0.03127324736376802,-4.640722428275746,3.471932333467856e-06,0.731829303423048,13,-0.0432752573940071,-0.26518705397503173,0.4251993577443801,-0.05642212330085888,-0.0047208797000320235,0.04897507749589758
Kring D (De Nationale) minus Kring equensWorldline (Achmea),Kring D (De Nationale),Kring equensWorldline (Achmea),-0.003919491163343723,-0.015586030802830164,-4.638067725433998,3.516815580908207e-06,0.6094218243765914,18,0.12823944618060673,-0.11045505038027259,0.08777715057284086,0.0005992100740133156,-0.09817146687014205,0.04960468376871026
Kring ES Nederland (Achmea) minus Pon,Kring ES Nederland (Achmea),Pon,0.0076209276534933154,0.030833955666242918,4.612515430398792,3.9782500151476e-06,0.7282018200098537,13,-0.2616148757342097,0.23008086778255674,-0.08189110499043017,-0.03247208766780665,-0.06335408999956865,0.05610923821364175
IKEA minus Kring D (De Nationale),IKEA,Kring D (De Nationale),-0.003540032717143132,-0.014085117174070905,-4.596387693320593,4.298785062009318e-06,0.928659880274946,18,0.2068613433798229,-0.17287098546305127,0.5111718538894713,-0.05485341508377083,-0.10103822554776876,0.06062576572951741
Kring ANWB (De nationale) minus Pensioenkring Randstad (Hnp),Kring ANWB (De nationale),Pensioenkring Randstad (Hnp),-0.0031028268603433646,-0.012353661631823276,-4.564318096121177,5.011204847172297e-06,0.9463798124593581,20,0.18947281549104283,-0.2671417302141944,0.28046854894046974,0.01585547010252314,-0.2418119180163276,0.07066801075482373
Medewerkers Apotheken minus Pensioenkring Randstad (Hnp),Medewerkers Apotheken,Pensioenkring Randstad (Hnp),-0.006330140818044471,-0.02508115218211937,-4.5609293470709265,5.092771614575666e-06,0.8976647741230899,20,0.20215943293468938,-0.20953861153769776,0.1338019801504463,0.04145701834840686,-0.21348044887727746,0.07181317253713146
