fund,year,return_type,dnb_compounded_annual_return,n_quarters,quarters_present,annual_sample_status,official_annual_return,source,source_url,notes,difference,difference_pp,reconciliation_status
British American Tobacco,2017,return_quarterly,0.036375804580000004,4,"1,2,3,4",complete_year,,,,,,,no_official_return
British American Tobacco,2018,return_quarterly,-0.022185813951999922,4,"1,2,3,4",complete_year,,,,,,,no_official_return
British American Tobacco,2019,return_quarterly,0.09458710067599996,4,"1,2,3,4",complete_year,,,,,,,no_official_return
British American Tobacco,2020,return_quarterly,0.05813265903799958,4,"1,2,3,4",complete_year,,,,,,,no_official_return
British American Tobacco,2021,return_quarterly,0.03421071344000004,4,"1,2,3,4",complete_year,,,,,,,no_official_return
British American Tobacco,2022,return_quarterly,-0.11832719895999988,4,"1,2,3,4",complete_year,,,,,,,no_official_return
British American Tobacco,2023,return_quarterly,0.11766358339999972,4,"1,2,3,4",complete_year,,,,,,,no_official_return
British American Tobacco,2024,return_quarterly,0.024287529859999824,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Brocacef,2015,return_quarterly,0.003571928189999962,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Brocacef,2016,return_quarterly,0.08277152278400002,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Brocacef,2017,return_quarterly,0.05174957887999998,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Brocacef,2018,return_quarterly,-0.013275566080000023,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Brocacef,2019,return_quarterly,0.18155341303999983,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Brocacef,2020,return_quarterly,0.08268179551999988,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Brocacef,2021,return_quarterly,0.02946633491899986,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Brocacef,2022,return_quarterly,-0.22918739245599984,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Brocacef,2023,return_quarterly,0.10366880479999985,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Brocacef,2024,return_quarterly,0.08944311013999995,4,"1,2,3,4",complete_year,,,,,,,no_official_return
CRH,2015,return_quarterly,0.01422042704000015,4,"1,2,3,4",complete_year,,,,,,,no_official_return
CRH,2016,return_quarterly,0.061022510824999765,4,"1,2,3,4",complete_year,,,,,,,no_official_return
CRH,2017,return_quarterly,0.04976807935999972,4,"1,2,3,4",complete_year,,,,,,,no_official_return
CRH,2018,return_quarterly,-0.02538642940800029,4,"1,2,3,4",complete_year,,,,,,,no_official_return
CRH,2019,return_quarterly,0.16053468761600032,4,"1,2,3,4",complete_year,,,,,,,no_official_return
CRH,2020,return_quarterly,0.0820693009279998,4,"1,2,3,4",complete_year,,,,,,,no_official_return
CRH,2021,return_quarterly,0.04313653927999961,4,"1,2,3,4",complete_year,,,,,,,no_official_return
CRH,2022,return_quarterly,-0.239746072697,4,"1,2,3,4",complete_year,,,,,,,no_official_return
CRH,2023,return_quarterly,0.11774007295999978,4,"1,2,3,4",complete_year,,,,,,,no_official_return
CRH,2024,return_quarterly,0.09180623551999956,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Calpam,2015,return_quarterly,0.02274499712,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Calpam,2016,return_quarterly,0.07158673360699974,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Calpam,2017,return_quarterly,0.0242057147839998,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Calpam,2018,return_quarterly,0.004447593799999705,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Calpam,2019,return_quarterly,0.12638405373200023,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Calpam,2020,return_quarterly,0.03989816000000013,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Calpam,2021,return_quarterly,0.06232272793599969,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Calpam,2022,return_quarterly,-0.160485707425,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Calpam,2023,return_quarterly,0.05578535887999991,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Calpam,2024,return_quarterly,0.06560039986399979,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Campina,2015,return_quarterly,0.008803680128000257,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Campina,2016,return_quarterly,0.09999063439999989,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Campina,2017,return_quarterly,0.05494584032000005,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Campina,2018,return_quarterly,-0.02760509440000014,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Campina,2019,return_quarterly,0.18821711808800012,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Campina,2020,return_quarterly,0.07952481066500017,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Campina,2021,return_quarterly,0.04520345190399988,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Campina,2022,return_quarterly,-0.2073383617600001,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Campina,2023,return_quarterly,0.09854025960799984,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Campina,2024,return_quarterly,0.07411300640000018,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cap Gemini Nederland,2015,return_quarterly,-0.00930598833600016,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cap Gemini Nederland,2016,return_quarterly,0.11384565448799977,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cap Gemini Nederland,2017,return_quarterly,0.030972468320000113,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cap Gemini Nederland,2018,return_quarterly,-0.011184014079999915,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cap Gemini Nederland,2019,return_quarterly,0.20623006196000015,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cap Gemini Nederland,2020,return_quarterly,0.14013603157999976,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cap Gemini Nederland,2021,return_quarterly,0.008703562723999969,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cap Gemini Nederland,2022,return_quarterly,-0.26760157051199995,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cap Gemini Nederland,2023,return_quarterly,0.10158677875999977,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cap Gemini Nederland,2024,return_quarterly,0.07745585696000012,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cargill,2015,return_quarterly,-0.016387934463999998,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cargill,2016,return_quarterly,0.07544682627199939,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cargill,2017,return_quarterly,0.02196138519199997,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cargill,2018,return_quarterly,-0.007115748000000033,3,"1,2,4",incomplete_year,,,,,,,no_official_return
Cargill,2019,return_quarterly,0.17922505872499994,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cargill,2020,return_quarterly,0.11770828769599984,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cargill,2021,return_quarterly,6.822725599997526e-05,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cargill,2022,return_quarterly,-0.23504911993599986,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cargill,2023,return_quarterly,0.09509100786799984,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cargill,2024,return_quarterly,0.05612768226000009,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Citigroup Nederland,2015,return_quarterly,-0.025265462079999912,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Citigroup Nederland,2016,return_quarterly,0.0893158639999998,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Citigroup Nederland,2017,return_quarterly,0.04745511644999989,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Citigroup Nederland,2018,return_quarterly,-0.03155784068400036,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Citigroup Nederland,2019,return_quarterly,0.1558646083519999,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Citigroup Nederland,2020,return_quarterly,0.1605327338,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Citigroup Nederland,2021,return_quarterly,0.0074687173459999645,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Citigroup Nederland,2022,return_quarterly,-0.26094811988800015,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Citigroup Nederland,2023,return_quarterly,0.1100466607999997,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Citigroup Nederland,2024,return_quarterly,0.08058998801599992,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Coram,2015,return_quarterly,-0.008968978053999987,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Coram,2016,return_quarterly,0.08480700658000018,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Coram,2017,return_quarterly,0.0633271518349996,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Coram,2018,return_quarterly,-0.03452604827200023,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Coram,2019,return_quarterly,0.193696271104,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Coram,2020,return_quarterly,0.11440314552499986,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Coram,2021,return_quarterly,0.04254850730799986,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Coram,2022,return_quarterly,-0.2575540268680001,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Coram,2023,return_quarterly,0.12758056456799993,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Coram,2024,return_quarterly,0.08144746999999986,3,"1,2,3",incomplete_year,,,,,,,no_official_return
Cosun,2015,return_quarterly,-0.016798584064000033,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cosun,2016,return_quarterly,0.10937219907200002,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cosun,2017,return_quarterly,0.04668194232800005,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cosun,2018,return_quarterly,-0.01325313760000002,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cosun,2019,return_quarterly,0.15263833287499984,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cosun,2020,return_quarterly,0.04911866674999987,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cosun,2021,return_quarterly,0.019496400955999915,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cosun,2022,return_quarterly,-0.2166517,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cosun,2023,return_quarterly,0.07417254776000015,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Cosun,2024,return_quarterly,0.0761017880599999,4,"1,2,3,4",complete_year,,,,,,,no_official_return
DHL Nederland,2015,return_quarterly,0.01589378344999992,4,"1,2,3,4",complete_year,,,,,,,no_official_return
DHL Nederland,2016,return_quarterly,0.10113467281999977,4,"1,2,3,4",complete_year,,,,,,,no_official_return
DHL Nederland,2017,return_quarterly,0.06122639671999974,4,"1,2,3,4",complete_year,,,,,,,no_official_return
DHL Nederland,2018,return_quarterly,-0.027759508960000012,4,"1,2,3,4",complete_year,,,,,,,no_official_return
DHL Nederland,2019,return_quarterly,0.1526600496949999,4,"1,2,3,4",complete_year,,,,,,,no_official_return
DHL Nederland,2020,return_quarterly,0.0656522583200001,4,"1,2,3,4",complete_year,,,,,,,no_official_return
DHL Nederland,2021,return_quarterly,0.0905781418999998,4,"1,2,3,4",complete_year,,,,,,,no_official_return
DHL Nederland,2022,return_quarterly,-0.17950160128000014,4,"1,2,3,4",complete_year,,,,,,,no_official_return
DHL Nederland,2023,return_quarterly,0.04944530389999979,4,"1,2,3,4",complete_year,,,,,,,no_official_return
DHL Nederland,2024,return_quarterly,0.12926294058499943,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Delta Lloyd,2017,return_quarterly,0.018795547615999997,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Delta Lloyd,2018,return_quarterly,-0.001444679999999976,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Delta Lloyd,2019,return_quarterly,0.19730236832000014,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Delta Lloyd,2020,return_quarterly,0.10530069372799988,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Delta Lloyd,2021,return_quarterly,-0.007381583920000212,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Delta Lloyd,2022,return_quarterly,-0.26154708467199994,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Delta Lloyd,2023,return_quarterly,0.08405714859199986,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Delta Lloyd,2024,return_quarterly,0.08799859242800001,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Detailhandel,2015,return_quarterly,-0.005212389375999993,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Detailhandel,2016,return_quarterly,0.13477685047999977,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Detailhandel,2017,return_quarterly,0.03286146363399989,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Detailhandel,2018,return_quarterly,0.00575046195200013,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Detailhandel,2019,return_quarterly,0.2678051713520002,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Detailhandel,2020,return_quarterly,0.14262316993599988,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Detailhandel,2021,return_quarterly,0.011626015399999856,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Detailhandel,2022,return_quarterly,-0.2695403260000001,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Detailhandel,2023,return_quarterly,0.09113645239999979,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Detailhandel,2024,return_quarterly,0.09183030319999985,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dierenartsen,2015,return_quarterly,0.0009856855040002444,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dierenartsen,2016,return_quarterly,0.10630463173999982,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dierenartsen,2017,return_quarterly,0.04553097549999974,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dierenartsen,2018,return_quarterly,-0.0002617237150002172,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dierenartsen,2019,return_quarterly,0.1885483321920003,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dierenartsen,2020,return_quarterly,0.10001757913999976,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dierenartsen,2021,return_quarterly,0.033873700243999716,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dierenartsen,2022,return_quarterly,-0.23384101312000005,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dierenartsen,2023,return_quarterly,0.07922892492799982,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dierenartsen,2024,return_quarterly,0.09003511231999983,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dow,2015,return_quarterly,0.02500478259200012,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dow,2016,return_quarterly,0.09454053464000012,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dow,2017,return_quarterly,0.04875732539199995,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dow,2018,return_quarterly,-0.011395096120000225,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dow,2019,return_quarterly,0.15446762777599998,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dow,2020,return_quarterly,0.0884060633599999,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dow,2021,return_quarterly,-0.015372009280000043,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dow,2022,return_quarterly,-0.24595477408,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dow,2023,return_quarterly,0.0755837388799998,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Dow,2024,return_quarterly,0.04043566188799974,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Ecolab,2015,return_quarterly,-0.005014142991999759,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Ecolab,2016,return_quarterly,0.07475355511999981,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Ecolab,2017,return_quarterly,0.04137770422399978,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Ecolab,2018,return_quarterly,-0.024012143200000002,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Ecolab,2019,return_quarterly,0.1849400452679999,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Ecolab,2020,return_quarterly,0.11187827662399985,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Ecolab,2021,return_quarterly,0.04287195675199973,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Ecolab,2022,return_quarterly,-0.18504965631999992,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Ecolab,2023,return_quarterly,0.11513855158399977,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Ecolab,2024,return_quarterly,0.10859711368999969,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Essity,2015,return_quarterly,0.011168663374999888,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Essity,2016,return_quarterly,0.09499405400000005,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Essity,2017,return_quarterly,0.0537880625999998,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Essity,2018,return_quarterly,-0.014281720960000244,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Essity,2019,return_quarterly,0.19149874999399952,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Essity,2020,return_quarterly,0.07553747605200023,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Essity,2021,return_quarterly,0.04418724252499984,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Essity,2022,return_quarterly,-0.20826101158199983,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Essity,2023,return_quarterly,0.0954539066240001,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Essity,2024,return_quarterly,0.0970782295999999,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Flexsecurity,2018,return_quarterly,0.006000000000000005,1,4,incomplete_year,,,,,,,no_official_return
Flexsecurity,2019,return_quarterly,0.07863970642999973,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Flexsecurity,2020,return_quarterly,0.03859843791199968,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Flexsecurity,2021,return_quarterly,0.03334727340799981,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Flexsecurity,2022,return_quarterly,-0.14572018359999994,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Flexsecurity,2023,return_quarterly,0.09492864102399978,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Flexsecurity,2024,return_quarterly,0.09501017177599991,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Forbo,2015,return_quarterly,0.001306404799999994,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Forbo,2016,return_quarterly,0.12153920480000036,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Forbo,2017,return_quarterly,0.0382961092399996,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Forbo,2018,return_quarterly,-0.014305747264000024,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Forbo,2019,return_quarterly,0.20610995834000012,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Forbo,2020,return_quarterly,0.11377011262399983,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Forbo,2021,return_quarterly,0.0025638063560000646,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Forbo,2022,return_quarterly,-0.25728698602,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Forbo,2023,return_quarterly,0.10003105861999995,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Forbo,2024,return_quarterly,0.08322240259999969,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Fysiotherapeuten,2015,return_quarterly,0.020444200160000037,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Fysiotherapeuten,2016,return_quarterly,0.10662568873999989,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Fysiotherapeuten,2017,return_quarterly,0.055941039999999775,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Fysiotherapeuten,2018,return_quarterly,0.005740832095999737,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Fysiotherapeuten,2019,return_quarterly,0.17995626834999978,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Fysiotherapeuten,2020,return_quarterly,0.08777694199999986,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Fysiotherapeuten,2021,return_quarterly,0.05341943960000006,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Fysiotherapeuten,2022,return_quarterly,-0.20894850652600006,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Fysiotherapeuten,2023,return_quarterly,0.04342958196799973,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Fysiotherapeuten,2024,return_quarterly,0.06686780731999975,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gasunie,2015,return_quarterly,0.00996084715400003,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gasunie,2016,return_quarterly,0.09040287199999963,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gasunie,2017,return_quarterly,0.07150167205999969,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gasunie,2018,return_quarterly,-0.03318557826000024,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gasunie,2019,return_quarterly,0.23390783554400008,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gasunie,2020,return_quarterly,0.0975123964000002,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gasunie,2021,return_quarterly,0.11611116889999962,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gasunie,2022,return_quarterly,-0.16912702288299986,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gasunie,2023,return_quarterly,0.11476211712000017,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gasunie,2024,return_quarterly,0.11621436740000002,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gazelle psf,2015,return_quarterly,0.005259765752000156,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gazelle psf,2016,return_quarterly,0.09925591160000002,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gazelle psf,2017,return_quarterly,0.05779235563999996,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gazelle psf,2018,return_quarterly,-0.03929685436000008,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gazelle psf,2019,return_quarterly,0.2507805977600004,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gazelle psf,2020,return_quarterly,0.13015059541999974,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gazelle psf,2021,return_quarterly,0.02884638137600004,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gazelle psf,2022,return_quarterly,-0.25260816041200007,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gazelle psf,2023,return_quarterly,0.11302492437499989,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Gazelle psf,2024,return_quarterly,0.10948211028400001,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Geveke,2015,return_quarterly,0.032742424459999864,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Geveke,2016,return_quarterly,0.05811784756999949,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Geveke,2017,return_quarterly,0.023144959109999697,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Geveke,2018,return_quarterly,-0.01708205095000026,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Geveke,2019,return_quarterly,0.0758006771749995,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Geveke,2020,return_quarterly,0.023634363877999665,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Geveke,2021,return_quarterly,0.029195274499999924,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Geveke,2022,return_quarterly,-0.137097577072,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Geveke,2023,return_quarterly,0.08569051135999994,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Geveke,2024,return_quarterly,0.06422231035999992,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Grolsche bierbrouwerij,2015,return_quarterly,0.04375930399999972,3,"1,2,4",incomplete_year,,,,,,,no_official_return
Grolsche bierbrouwerij,2016,return_quarterly,0.09702679054399987,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Grolsche bierbrouwerij,2017,return_quarterly,0.031140431215999742,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Grolsche bierbrouwerij,2018,return_quarterly,-0.013824911050000166,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Grolsche bierbrouwerij,2019,return_quarterly,0.17041768122499978,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Grolsche bierbrouwerij,2020,return_quarterly,0.0573338742199998,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Grolsche bierbrouwerij,2021,return_quarterly,-0.02540809600000027,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Grolsche bierbrouwerij,2022,return_quarterly,-0.2672163208,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Grolsche bierbrouwerij,2023,return_quarterly,0.10369564412799992,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Grolsche bierbrouwerij,2024,return_quarterly,0.07689393399999989,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Groothandel,2015,return_quarterly,0.002951550128000191,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Groothandel,2016,return_quarterly,0.12248073079999999,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Groothandel,2017,return_quarterly,0.02444339009599994,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Groothandel,2018,return_quarterly,-0.001108710604000196,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Groothandel,2019,return_quarterly,0.2537725397120003,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Groothandel,2020,return_quarterly,0.17440996283,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Groothandel,2021,return_quarterly,-0.018152131000000016,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Groothandel,2022,return_quarterly,-0.30942128517400014,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Groothandel,2023,return_quarterly,0.117479709248,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Groothandel,2024,return_quarterly,0.09318002440399953,4,"1,2,3,4",complete_year,,,,,,,no_official_return
HAL,2015,return_quarterly,0.061205451398000044,4,"1,2,3,4",complete_year,,,,,,,no_official_return
HAL,2016,return_quarterly,0.032709655795999826,4,"1,2,3,4",complete_year,,,,,,,no_official_return
HAL,2017,return_quarterly,0.10680009113599986,4,"1,2,3,4",complete_year,,,,,,,no_official_return
HAL,2018,return_quarterly,-0.1295800507,4,"1,2,3,4",complete_year,,,,,,,no_official_return
HAL,2019,return_quarterly,0.16182035215999968,4,"1,2,3,4",complete_year,,,,,,,no_official_return
HAL,2020,return_quarterly,0.03155267865,4,"1,2,3,4",complete_year,,,,,,,no_official_return
HAL,2021,return_quarterly,0.17370986700799995,4,"1,2,3,4",complete_year,,,,,,,no_official_return
HAL,2022,return_quarterly,-0.19261806112000002,4,"1,2,3,4",complete_year,,,,,,,no_official_return
HAL,2023,return_quarterly,0.16321891558400026,4,"1,2,3,4",complete_year,,,,,,,no_official_return
HAL,2024,return_quarterly,0.10456521182,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Hagee,2015,return_quarterly,0.024616857600000097,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Hagee,2016,return_quarterly,0.08749097072,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Hagee,2017,return_quarterly,0.03424090112,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Hagee,2018,return_quarterly,-0.009535270240000115,4,"1,2,3,4",complete_year,,,,,,,no_official_return
Hagee,2019,return_quarterly,0.1959522680000001,4,"1,2,3,4",complete_year,,,,,,,no_official_return
