fund,year,asset_management_costs,transaction_costs,ter_annual,ter_quarterly,source_type,confidence,notes,dnb_reporter,source_asset_management_post,source_transaction_post
BPF Foodservice,2023,0.0019,0.0006,0.0025,0.000624414915526339,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,BPF Foodservice,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
BPF Foodservice,2024,0.0018,0.0009,0.0027,0.0006743176369199411,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,BPF Foodservice,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
BPL,2017,0.0025,0.0006,0.0031,0.0007741006882311385,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,BPL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
BPL,2018,0.0024,0.0007,0.0031,0.0007741006882311385,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,BPL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
BPL,2019,0.0021,0.0006,0.0026999999999999,0.0006743176369199411,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,BPL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
BPL,2020,0.002,0.0008,0.0028,0.0006992661981939374,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,BPL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
BPL,2021,0.0019,0.0007,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,BPL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
BPL,2022,0.0021,0.0008,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,BPL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
BPL,2023,0.0024,0.0011,0.0034999999999999,0.0008738539015993307,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,BPL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
BPL,2024,0.0024,0.001,0.0034,0.0008489183944260237,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,BPL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Bakkersbedrijf BPF,2015,0.0032,0.0008,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Bakkersbedrijf BPF,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Bakkersbedrijf BPF,2016,0.0033,0.0004,0.0037,0.0009237193255591247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Bakkersbedrijf BPF,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Bakkersbedrijf BPF,2017,0.0036,0.0006,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Bakkersbedrijf BPF,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Bakkersbedrijf BPF,2018,0.0037,0.0008,0.0045,0.0011231065305328247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Bakkersbedrijf BPF,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Bakkersbedrijf BPF,2019,0.0043,0.0013,0.0056,0.001397069567179221,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Bakkersbedrijf BPF,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Bakkersbedrijf BPF,2020,0.0040999999999999,0.0008,0.0049,0.001222755474834747,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Bakkersbedrijf BPF,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Bakkersbedrijf BPF,2021,0.0065,0.0012,0.0077,0.0019194663977399884,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Bakkersbedrijf BPF,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Bakkersbedrijf BPF,2022,0.003,0.0012,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Bakkersbedrijf BPF,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Bakkersbedrijf BPF,2023,0.0039,0.0006,0.0045,0.0011231065305328247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Bakkersbedrijf BPF,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Bakkersbedrijf BPF,2024,0.0048,0.0004,0.0052,0.001297472662116883,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Bakkersbedrijf BPF,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Banden- en Wielenbranche,2015,0.0031,0.0009,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Banden- en Wielenbranche,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Banden- en Wielenbranche,2016,0.003,0.0013,0.0043,0.0010732708977265748,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Banden- en Wielenbranche,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Banden- en Wielenbranche,2017,0.0037,0.0024,0.0060999999999999,0.0015215239237034162,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Banden- en Wielenbranche,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Banden- en Wielenbranche,2018,0.0038,0.001,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Banden- en Wielenbranche,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Banden- en Wielenbranche,2019,0.0037,0.0009,0.0046,0.0011480215562862384,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Banden- en Wielenbranche,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Banden- en Wielenbranche,2020,0.0034999999999999,0.0009,0.0043999999999999,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Banden- en Wielenbranche,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
